fips,county_name,nri_risk_rating,economic_profile,economic_profile_label,assignment_confidence,assignment_margin,second_best_profile,second_best_profile_label
17059,"Gallatin County, IL",Very Low,0,High-wage investment-income counties,0.5645253512815426,0.15523103126017007,1,Smaller mixed-economy counties
17061,"Greene County, IL",Very Low,1,Smaller mixed-economy counties,0.999228856652324,0.9985540126539054,0,High-wage investment-income counties
17063,"Grundy County, IL",Low,4,Larger average-economy counties,0.7471694562323905,0.4950576069809134,3,Large high-wage metro counties
17065,"Hamilton County, IL",Very Low,1,Smaller mixed-economy counties,0.999730304456161,0.9995040436044473,0,High-wage investment-income counties
17067,"Hancock County, IL",Very Low,1,Smaller mixed-economy counties,0.9646837255438828,0.9302288574580672,4,Larger average-economy counties
17069,"Hardin County, IL",Very Low,0,High-wage investment-income counties,0.55033339678105,0.1267536793909647,1,Smaller mixed-economy counties
17071,"Henderson County, IL",Very Low,1,Smaller mixed-economy counties,0.9993648678041008,0.9987987178269863,0,High-wage investment-income counties
17073,"Henry County, IL",Low,4,Larger average-economy counties,0.7426471699316903,0.48670475243927536,1,Smaller mixed-economy counties
17075,"Iroquois County, IL",Low,1,Smaller mixed-economy counties,0.9984212424731014,0.9971800557020821,4,Larger average-economy counties
17077,"Jackson County, IL",Moderate,3,Large high-wage metro counties,0.8001268847792569,0.6409009464807547,4,Larger average-economy counties
17079,"Jasper County, IL",Very Low,1,Smaller mixed-economy counties,0.9970930529507461,0.9943389312194884,4,Larger average-economy counties
17081,"Jefferson County, IL",Low,4,Larger average-economy counties,0.9435650970563831,0.8873970384419563,1,Smaller mixed-economy counties
17083,"Jersey County, IL",Very Low,1,Smaller mixed-economy counties,0.9927627915964031,0.9856923039621955,4,Larger average-economy counties
17085,"Jo Daviess County, IL",Low,1,Smaller mixed-economy counties,0.9963099838702261,0.9927498703030585,4,Larger average-economy counties
17087,"Johnson County, IL",Low,1,Smaller mixed-economy counties,0.8451503130376006,0.6909138521558853,4,Larger average-economy counties
17089,"Kane County, IL",High,3,Large high-wage metro counties,0.9986860847092611,0.9978732196769631,0,High-wage investment-income counties
17091,"Kankakee County, IL",Moderate,4,Larger average-economy counties,0.9603050290776539,0.9215537809006248,3,Large high-wage metro counties
17093,"Kendall County, IL",Low,3,Large high-wage metro counties,0.9969118876199102,0.9949296718488377,0,High-wage investment-income counties
17095,"Knox County, IL",Low,4,Larger average-economy counties,0.9881391297715014,0.9799733180435991,3,Large high-wage metro counties
17097,"Lake County, IL",High,3,Large high-wage metro counties,0.9991853724490006,0.9986708972833747,0,High-wage investment-income counties
17099,"La Salle County, IL",Moderate,4,Larger average-economy counties,0.9969504040795969,0.9949449518706005,3,Large high-wage metro counties
17101,"Lawrence County, IL",Low,1,Smaller mixed-economy counties,0.9997174211981911,0.9994840337903559,0,High-wage investment-income counties
17103,"Lee County, IL",Low,4,Larger average-economy counties,0.8853170006822171,0.7711137478608957,1,Smaller mixed-economy counties
17105,"Livingston County, IL",Low,4,Larger average-economy counties,0.8628982453167561,0.7261195636158863,1,Smaller mixed-economy counties
17107,"Logan County, IL",Low,1,Smaller mixed-economy counties,0.6944102097281721,0.3892011635163285,4,Larger average-economy counties
17109,"McDonough County, IL",Very Low,4,Larger average-economy counties,0.8548888624590659,0.7139742320232579,1,Smaller mixed-economy counties
17111,"McHenry County, IL",Moderate,3,Large high-wage metro counties,0.9084827600649154,0.8365783801125617,4,Larger average-economy counties
17113,"McLean County, IL",Moderate,3,Large high-wage metro counties,0.9995552133981459,0.9992707894287942,0,High-wage investment-income counties
17115,"Macon County, IL",Moderate,4,Larger average-economy counties,0.9818142485429714,0.965475357331295,3,Large high-wage metro counties
17117,"Macoupin County, IL",Low,4,Larger average-economy counties,0.5233474578675653,0.04761016651232597,1,Smaller mixed-economy counties
17119,"Madison County, IL",Moderate,4,Larger average-economy counties,0.9534048695620161,0.9083464716256678,3,Large high-wage metro counties
17121,"Marion County, IL",Low,1,Smaller mixed-economy counties,0.6746412709448005,0.34994845663986046,4,Larger average-economy counties
17123,"Marshall County, IL",Very Low,1,Smaller mixed-economy counties,0.9998621718589343,0.9997765482534842,0,High-wage investment-income counties
17125,"Mason County, IL",Low,1,Smaller mixed-economy counties,0.9993851277592957,0.9988438070887568,0,High-wage investment-income counties
17127,"Massac County, IL",Low,1,Smaller mixed-economy counties,0.9228811522335233,0.8513628151092996,0,High-wage investment-income counties
17129,"Menard County, IL",Very Low,1,Smaller mixed-economy counties,0.986453286141939,0.9735096833127086,4,Larger average-economy counties
17131,"Mercer County, IL",Very Low,1,Smaller mixed-economy counties,0.9817459280082811,0.9639230061349575,4,Larger average-economy counties
17133,"Monroe County, IL",Very Low,4,Larger average-economy counties,0.6179686513211736,0.240779375649182,1,Smaller mixed-economy counties
17135,"Montgomery County, IL",Low,1,Smaller mixed-economy counties,0.9987312578257713,0.9977991793898633,4,Larger average-economy counties
17137,"Morgan County, IL",Low,1,Smaller mixed-economy counties,0.5258628605626435,0.052258699372906225,4,Larger average-economy counties
17139,"Moultrie County, IL",Low,4,Larger average-economy counties,0.7663666745878405,0.5333741433729831,1,Smaller mixed-economy counties
17141,"Ogle County, IL",Low,4,Larger average-economy counties,0.9980376668884263,0.9969697925928862,3,Large high-wage metro counties
17143,"Peoria County, IL",Moderate,3,Large high-wage metro counties,0.9871577973126089,0.979161732235604,0,High-wage investment-income counties
17145,"Perry County, IL",Low,1,Smaller mixed-economy counties,0.78388945203205,0.5690581913357375,4,Larger average-economy counties
17147,"Piatt County, IL",Very Low,4,Larger average-economy counties,0.9637136985574677,0.927760088102812,1,Smaller mixed-economy counties
17149,"Pike County, IL",Very Low,1,Smaller mixed-economy counties,0.9530196237909432,0.9064703719343459,4,Larger average-economy counties
17151,"Pope County, IL",Very Low,0,High-wage investment-income counties,0.6112639215307326,0.24912554773294876,1,Smaller mixed-economy counties
17153,"Pulaski County, IL",Low,1,Smaller mixed-economy counties,0.9687605863865298,0.939673659145546,0,High-wage investment-income counties
17155,"Putnam County, IL",Very Low,1,Smaller mixed-economy counties,0.9996369611244659,0.999335741626881,0,High-wage investment-income counties
17157,"Randolph County, IL",Low,4,Larger average-economy counties,0.9802805203042965,0.9615828499187188,1,Smaller mixed-economy counties
17159,"Richland County, IL",Low,1,Smaller mixed-economy counties,0.8719810558274962,0.7459290762110267,4,Larger average-economy counties
17161,"Rock Island County, IL",Moderate,3,Large high-wage metro counties,0.9979704755328398,0.9969246393922916,0,High-wage investment-income counties
17163,"St. Clair County, IL",High,4,Larger average-economy counties,0.8247362010602453,0.6581245643330673,3,Large high-wage metro counties
17165,"Saline County, IL",Low,1,Smaller mixed-economy counties,0.9997929419632914,0.9996202250394882,0,High-wage investment-income counties
17167,"Sangamon County, IL",Moderate,3,Large high-wage metro counties,0.9459279420685063,0.8940253437342806,4,Larger average-economy counties
17169,"Schuyler County, IL",Very Low,1,Smaller mixed-economy counties,0.999596801675963,0.9993367397101224,0,High-wage investment-income counties
17171,"Scott County, IL",Very Low,1,Smaller mixed-economy counties,0.9981475357699132,0.9965933645724308,4,Larger average-economy counties
17173,"Shelby County, IL",Low,1,Smaller mixed-economy counties,0.9982724449938857,0.9966866550837542,4,Larger average-economy counties
17175,"Stark County, IL",Very Low,1,Smaller mixed-economy counties,0.9812556245792964,0.9632959796955558,4,Larger average-economy counties
17177,"Stephenson County, IL",Low,4,Larger average-economy counties,0.9595969022448391,0.9198613468036937,1,Smaller mixed-economy counties
17179,"Tazewell County, IL",Moderate,4,Larger average-economy counties,0.9955112618350505,0.9916710170353777,1,Smaller mixed-economy counties
17181,"Union County, IL",Low,1,Smaller mixed-economy counties,0.8505865152237029,0.7023085962613296,4,Larger average-economy counties
17183,"Vermilion County, IL",Low,1,Smaller mixed-economy counties,0.5479452665353735,0.10430013442615782,4,Larger average-economy counties
17185,"Wabash County, IL",Very Low,1,Smaller mixed-economy counties,0.8997649538976501,0.800227590152471,4,Larger average-economy counties
17187,"Warren County, IL",Very Low,4,Larger average-economy counties,0.9954941179600922,0.9934915649928193,3,Large high-wage metro counties
17189,"Washington County, IL",Low,1,Smaller mixed-economy counties,0.982041625140954,0.9646867270199214,4,Larger average-economy counties
17191,"Wayne County, IL",Very Low,4,Larger average-economy counties,0.9938703075306684,0.9893263895387134,1,Smaller mixed-economy counties
17193,"White County, IL",Low,1,Smaller mixed-economy counties,0.9992384586640275,0.9985783370737282,0,High-wage investment-income counties
17195,"Whiteside County, IL",Low,4,Larger average-economy counties,0.8334259941201393,0.6674491360853732,1,Smaller mixed-economy counties
17197,"Will County, IL",High,3,Large high-wage metro counties,0.9993438757219889,0.9989386420438987,0,High-wage investment-income counties
17199,"Williamson County, IL",Moderate,4,Larger average-economy counties,0.9960189302582049,0.9924630541810832,1,Smaller mixed-economy counties
17201,"Winnebago County, IL",Moderate,3,Large high-wage metro counties,0.9973009295703797,0.996197612828498,0,High-wage investment-income counties
17203,"Woodford County, IL",Very Low,4,Larger average-economy counties,0.9975608062790677,0.9957928271160827,3,Large high-wage metro counties
18001,"Adams County, IN",Low,3,Large high-wage metro counties,0.8275354955699604,0.7107034670945022,0,High-wage investment-income counties
18003,"Allen County, IN",Moderate,3,Large high-wage metro counties,0.9998262223091801,0.9997161959683285,0,High-wage investment-income counties
18005,"Bartholomew County, IN",Low,3,Large high-wage metro counties,0.9996357447474415,0.9993999195304937,0,High-wage investment-income counties
18007,"Benton County, IN",Very Low,4,Larger average-economy counties,0.9901021262819717,0.9808561515625145,3,Large high-wage metro counties
18009,"Blackford County, IN",Very Low,1,Smaller mixed-economy counties,0.9920219983996735,0.9842683412812205,4,Larger average-economy counties
18011,"Boone County, IN",Low,3,Large high-wage metro counties,0.9877329931770744,0.9794744941709438,0,High-wage investment-income counties
18013,"Brown County, IN",Very Low,1,Smaller mixed-economy counties,0.9984051495399578,0.997059230228034,4,Larger average-economy counties
18015,"Carroll County, IN",Very Low,4,Larger average-economy counties,0.9959746064099343,0.9925050534058608,3,Large high-wage metro counties
18017,"Cass County, IN",Low,3,Large high-wage metro counties,0.9846595409607265,0.9697692957464463,4,Larger average-economy counties
18019,"Clark County, IN",Moderate,3,Large high-wage metro counties,0.9628906748203109,0.9289426986713742,4,Larger average-economy counties
18021,"Clay County, IN",Very Low,1,Smaller mixed-economy counties,0.9070296798896847,0.8146389268429588,4,Larger average-economy counties
18023,"Clinton County, IN",Very Low,3,Large high-wage metro counties,0.9970257356035546,0.9943640052924114,4,Larger average-economy counties
18025,"Crawford County, IN",Very Low,1,Smaller mixed-economy counties,0.9995529817571487,0.9993270979417483,4,Larger average-economy counties
18027,"Daviess County, IN",Low,3,Large high-wage metro counties,0.9993247707651749,0.998868402375295,0,High-wage investment-income counties
18029,"Dearborn County, IN",Low,4,Larger average-economy counties,0.9936791300781374,0.9879211280976379,1,Smaller mixed-economy counties
18031,"Decatur County, IN",Very Low,4,Larger average-economy counties,0.9535939744910336,0.9073908947611413,3,Large high-wage metro counties
18033,"DeKalb County, IN",Very Low,4,Larger average-economy counties,0.9161902337532992,0.8332014836499668,3,Large high-wage metro counties
18035,"Delaware County, IN",Low,4,Larger average-economy counties,0.9752721984814772,0.9510890245751606,3,Large high-wage metro counties
18037,"Dubois County, IN",Low,3,Large high-wage metro counties,0.9978341852389259,0.9958962035129172,4,Larger average-economy counties
18039,"Elkhart County, IN",Moderate,3,Large high-wage metro counties,0.9996583519459212,0.9994398053063313,0,High-wage investment-income counties
18041,"Fayette County, IN",Very Low,4,Larger average-economy counties,0.8564018393203358,0.7130758131678615,1,Smaller mixed-economy counties
18043,"Floyd County, IN",Low,4,Larger average-economy counties,0.9573408425431962,0.9148541599959888,3,Large high-wage metro counties
18045,"Fountain County, IN",Very Low,1,Smaller mixed-economy counties,0.6310405033994505,0.26393666779188213,4,Larger average-economy counties
18047,"Franklin County, IN",Very Low,4,Larger average-economy counties,0.8984692020502143,0.7977786501499993,1,Smaller mixed-economy counties
18049,"Fulton County, IN",Very Low,4,Larger average-economy counties,0.8915805086699716,0.7833824739316978,1,Smaller mixed-economy counties
18051,"Gibson County, IN",Low,4,Larger average-economy counties,0.9967862139254287,0.9940254745825478,3,Large high-wage metro counties
18053,"Grant County, IN",Low,4,Larger average-economy counties,0.9960359347274166,0.9941386177793737,1,Smaller mixed-economy counties
18055,"Greene County, IN",Very Low,4,Larger average-economy counties,0.948366056306216,0.8969985787847037,1,Smaller mixed-economy counties
18057,"Hamilton County, IN",Moderate,3,Large high-wage metro counties,0.9987449953942673,0.9978867391212937,0,High-wage investment-income counties
18059,"Hancock County, IN",Low,3,Large high-wage metro counties,0.9829589792229374,0.97200485361306,4,Larger average-economy counties
18061,"Harrison County, IN",Low,4,Larger average-economy counties,0.9963490888770217,0.993083482808373,3,Large high-wage metro counties
18063,"Hendricks County, IN",Low,3,Large high-wage metro counties,0.9997348647325115,0.9995590032537014,0,High-wage investment-income counties
18065,"Henry County, IN",Low,1,Smaller mixed-economy counties,0.7019690832639971,0.40435397354077396,4,Larger average-economy counties
18067,"Howard County, IN",Low,4,Larger average-economy counties,0.9961281501021878,0.9927843874423297,3,Large high-wage metro counties
18069,"Huntington County, IN",Very Low,4,Larger average-economy counties,0.9869013095181276,0.9739945707866986,3,Large high-wage metro counties
18071,"Jackson County, IN",Low,3,Large high-wage metro counties,0.9997569159863159,0.9995973263808015,0,High-wage investment-income counties
18073,"Jasper County, IN",Very Low,4,Larger average-economy counties,0.9013228204960174,0.8029264967052849,3,Large high-wage metro counties
18075,"Jay County, IN",Very Low,4,Larger average-economy counties,0.9572826044473688,0.9183956204808398,1,Smaller mixed-economy counties
18077,"Jefferson County, IN",Low,4,Larger average-economy counties,0.9973599656683977,0.996032637187752,3,Large high-wage metro counties
18079,"Jennings County, IN",Very Low,4,Larger average-economy counties,0.9977811528623587,0.9964751335695995,3,Large high-wage metro counties
18081,"Johnson County, IN",Low,3,Large high-wage metro counties,0.999845159004608,0.9997435363562919,0,High-wage investment-income counties
18083,"Knox County, IN",Low,4,Larger average-economy counties,0.9941788643413788,0.9891612798429523,1,Smaller mixed-economy counties
18085,"Kosciusko County, IN",Low,3,Large high-wage metro counties,0.9923500586573196,0.9850494242039571,4,Larger average-economy counties
18087,"LaGrange County, IN",Low,0,High-wage investment-income counties,0.521328190175729,0.2765869086870466,3,Large high-wage metro counties
18089,"Lake County, IN",High,3,Large high-wage metro counties,0.9841226721618533,0.9726574642263974,4,Larger average-economy counties
18091,"LaPorte County, IN",Low,4,Larger average-economy counties,0.9950552823191261,0.9905302861901535,3,Large high-wage metro counties
18093,"Lawrence County, IN",Low,4,Larger average-economy counties,0.5882945265108284,0.17691979581759698,1,Smaller mixed-economy counties
18095,"Madison County, IN",Low,4,Larger average-economy counties,0.9966006016098229,0.9943228532031615,3,Large high-wage metro counties
18097,"Marion County, IN",High,3,Large high-wage metro counties,0.9843673967036085,0.9735076127197853,0,High-wage investment-income counties
18099,"Marshall County, IN",Very Low,4,Larger average-economy counties,0.9914794306545198,0.9834242760861571,3,Large high-wage metro counties
18101,"Martin County, IN",Very Low,1,Smaller mixed-economy counties,0.9790724569262926,0.9607620598417156,4,Larger average-economy counties
18103,"Miami County, IN",Low,4,Larger average-economy counties,0.9971644751969996,0.9956665208610986,3,Large high-wage metro counties
18105,"Monroe County, IN",Low,3,Large high-wage metro counties,0.9981387372663116,0.9969185453004479,0,High-wage investment-income counties
18107,"Montgomery County, IN",Very Low,4,Larger average-economy counties,0.9945489499022048,0.9893964825836233,3,Large high-wage metro counties
18109,"Morgan County, IN",Low,4,Larger average-economy counties,0.9671268757226995,0.9350903352097357,3,Large high-wage metro counties
18111,"Newton County, IN",Very Low,4,Larger average-economy counties,0.9958581533501739,0.9932346202354967,1,Smaller mixed-economy counties
18113,"Noble County, IN",Low,3,Large high-wage metro counties,0.9551518652707442,0.9117762913094337,4,Larger average-economy counties
18115,"Ohio County, IN",Very Low,1,Smaller mixed-economy counties,0.9997213712929156,0.9994793550617702,0,High-wage investment-income counties
18117,"Orange County, IN",Very Low,1,Smaller mixed-economy counties,0.72542116666817,0.4512543753476926,4,Larger average-economy counties
18119,"Owen County, IN",Very Low,1,Smaller mixed-economy counties,0.8526485329691534,0.7059081731794211,4,Larger average-economy counties
18121,"Parke County, IN",Very Low,4,Larger average-economy counties,0.49570781270562536,0.012012257609870736,1,Smaller mixed-economy counties
18123,"Perry County, IN",Very Low,4,Larger average-economy counties,0.7429681910330493,0.48647348726033746,1,Smaller mixed-economy counties
18125,"Pike County, IN",Very Low,1,Smaller mixed-economy counties,0.999791033886362,0.9996110991509725,0,High-wage investment-income counties
18127,"Porter County, IN",Moderate,3,Large high-wage metro counties,0.6168193594616845,0.2346761668808761,4,Larger average-economy counties
18129,"Posey County, IN",Low,4,Larger average-economy counties,0.9282049635655013,0.8567026554911771,1,Smaller mixed-economy counties
18131,"Pulaski County, IN",Very Low,1,Smaller mixed-economy counties,0.719086930797512,0.4392806667355946,4,Larger average-economy counties
18133,"Putnam County, IN",Low,4,Larger average-economy counties,0.9904092743359781,0.9810788897916906,3,Large high-wage metro counties
18135,"Randolph County, IN",Very Low,4,Larger average-economy counties,0.9967455622307079,0.9950019476690715,1,Smaller mixed-economy counties
18137,"Ripley County, IN",Low,4,Larger average-economy counties,0.9883642643151578,0.9771095255349126,1,Smaller mixed-economy counties
18139,"Rush County, IN",Very Low,4,Larger average-economy counties,0.9841708971794211,0.9686703086413676,1,Smaller mixed-economy counties
18141,"St. Joseph County, IN",Moderate,3,Large high-wage metro counties,0.9997068054740134,0.999520225790203,0,High-wage investment-income counties
18143,"Scott County, IN",Very Low,4,Larger average-economy counties,0.9586933350543791,0.9178625099118708,1,Smaller mixed-economy counties
18145,"Shelby County, IN",Low,4,Larger average-economy counties,0.5935798442221044,0.18750191911574882,3,Large high-wage metro counties
18147,"Spencer County, IN",Very Low,1,Smaller mixed-economy counties,0.9387698415009642,0.8777682904605705,4,Larger average-economy counties
18149,"Starke County, IN",Very Low,4,Larger average-economy counties,0.9940615757072544,0.9888626789004293,1,Smaller mixed-economy counties
18151,"Steuben County, IN",Very Low,4,Larger average-economy counties,0.9962397829654142,0.9928932631026678,3,Large high-wage metro counties
18153,"Sullivan County, IN",Very Low,1,Smaller mixed-economy counties,0.9945957805760944,0.9896427494710646,4,Larger average-economy counties
18155,"Switzerland County, IN",Very Low,1,Smaller mixed-economy counties,0.8858106517185359,0.7724430048930503,4,Larger average-economy counties
18157,"Tippecanoe County, IN",Moderate,3,Large high-wage metro counties,0.9980745315782643,0.9967712590412618,0,High-wage investment-income counties
18159,"Tipton County, IN",Very Low,4,Larger average-economy counties,0.9937804179971307,0.988257506841607,1,Smaller mixed-economy counties
18161,"Union County, IN",Very Low,1,Smaller mixed-economy counties,0.9976176706160936,0.9958502431294805,4,Larger average-economy counties
18163,"Vanderburgh County, IN",Moderate,3,Large high-wage metro counties,0.9884033157403018,0.9772803925118562,4,Larger average-economy counties
18165,"Vermillion County, IN",Very Low,4,Larger average-economy counties,0.9340566700378622,0.8684349819170468,1,Smaller mixed-economy counties
18167,"Vigo County, IN",Moderate,4,Larger average-economy counties,0.5731684551680447,0.14701820953220995,3,Large high-wage metro counties
18169,"Wabash County, IN",Very Low,1,Smaller mixed-economy counties,0.7966379238897867,0.5935320791659151,4,Larger average-economy counties
18171,"Warren County, IN",Very Low,1,Smaller mixed-economy counties,0.8076318524748843,0.6158083107864645,4,Larger average-economy counties
18173,"Warrick County, IN",Low,4,Larger average-economy counties,0.7666182275856366,0.5335907768154207,3,Large high-wage metro counties
18175,"Washington County, IN",Very Low,4,Larger average-economy counties,0.9731990923111328,0.9466606535878584,1,Smaller mixed-economy counties
18177,"Wayne County, IN",Low,4,Larger average-economy counties,0.9926698033371345,0.9858466658280729,3,Large high-wage metro counties
18179,"Wells County, IN",Very Low,4,Larger average-economy counties,0.9680897332804778,0.9363381631905725,3,Large high-wage metro counties
18181,"White County, IN",Very Low,3,Large high-wage metro counties,0.9645665866268518,0.9314042905699481,4,Larger average-economy counties
18183,"Whitley County, IN",Very Low,4,Larger average-economy counties,0.9907069984462797,0.9817347543098366,3,Large high-wage metro counties
19001,"Adair County, IA",Low,4,Larger average-economy counties,0.5532330753103556,0.10771837728454553,1,Smaller mixed-economy counties
19003,"Adams County, IA",Very Low,1,Smaller mixed-economy counties,0.9978571175676738,0.9960042504973455,0,High-wage investment-income counties
19005,"Allamakee County, IA",Very Low,4,Larger average-economy counties,0.8722794893860688,0.7452321825282835,3,Large high-wage metro counties
19007,"Appanoose County, IA",Very Low,1,Smaller mixed-economy counties,0.9361784865854929,0.8727928172318583,4,Larger average-economy counties
19009,"Audubon County, IA",Very Low,1,Smaller mixed-economy counties,0.9998575558068049,0.9997393325083657,0,High-wage investment-income counties
19011,"Benton County, IA",Very Low,4,Larger average-economy counties,0.9916435372901656,0.9839723465789997,1,Smaller mixed-economy counties
19013,"Black Hawk County, IA",Low,3,Large high-wage metro counties,0.99779744533211,0.9964861743838227,0,High-wage investment-income counties
19015,"Boone County, IA",Very Low,1,Smaller mixed-economy counties,0.7329142549413533,0.4662013941458476,4,Larger average-economy counties
19017,"Bremer County, IA",Very Low,4,Larger average-economy counties,0.9801666584756261,0.9605387656301139,3,Large high-wage metro counties
19019,"Buchanan County, IA",Very Low,4,Larger average-economy counties,0.987407756590608,0.9751548727703386,3,Large high-wage metro counties
19021,"Buena Vista County, IA",Very Low,3,Large high-wage metro counties,0.999108797413807,0.9984821569195609,0,High-wage investment-income counties
19023,"Butler County, IA",Very Low,4,Larger average-economy counties,0.6286978759702664,0.25793255819213806,1,Smaller mixed-economy counties
19025,"Calhoun County, IA",Low,1,Smaller mixed-economy counties,0.9975223359867993,0.9963328152597944,4,Larger average-economy counties
19027,"Carroll County, IA",Low,4,Larger average-economy counties,0.9862180108211565,0.9728899984276935,1,Smaller mixed-economy counties
19029,"Cass County, IA",Low,1,Smaller mixed-economy counties,0.9984562514680289,0.9971341269147773,4,Larger average-economy counties
19031,"Cedar County, IA",Very Low,4,Larger average-economy counties,0.9804611485994933,0.9614046430566819,1,Smaller mixed-economy counties
19033,"Cerro Gordo County, IA",Low,4,Larger average-economy counties,0.9915934122606755,0.9836835952453897,1,Smaller mixed-economy counties
19035,"Cherokee County, IA",Very Low,1,Smaller mixed-economy counties,0.9054373470998187,0.8193251507748097,4,Larger average-economy counties
19037,"Chickasaw County, IA",Very Low,4,Larger average-economy counties,0.9939070917769283,0.989202298260208,3,Large high-wage metro counties
19039,"Clarke County, IA",Very Low,4,Larger average-economy counties,0.9783556652222873,0.9578557434588568,3,Large high-wage metro counties
19041,"Clay County, IA",Very Low,4,Larger average-economy counties,0.9952006780484902,0.9919527455811676,3,Large high-wage metro counties
19043,"Clayton County, IA",Very Low,4,Larger average-economy counties,0.8082779768233807,0.617126762440227,1,Smaller mixed-economy counties
19045,"Clinton County, IA",Low,4,Larger average-economy counties,0.983317037121115,0.9669077704113678,1,Smaller mixed-economy counties
19047,"Crawford County, IA",Low,3,Large high-wage metro counties,0.7301149772421442,0.4625622424942073,4,Larger average-economy counties
19049,"Dallas County, IA",Low,3,Large high-wage metro counties,0.9433538665539627,0.9015882344092968,0,High-wage investment-income counties
19051,"Davis County, IA",Low,3,Large high-wage metro counties,0.9758606612068345,0.9595699316553495,0,High-wage investment-income counties
19053,"Decatur County, IA",Very Low,4,Larger average-economy counties,0.7997990325986358,0.6011575740483872,1,Smaller mixed-economy counties
19055,"Delaware County, IA",Low,4,Larger average-economy counties,0.7014842957961436,0.4076797489800487,1,Smaller mixed-economy counties
19057,"Des Moines County, IA",Low,4,Larger average-economy counties,0.9950358316067528,0.9912533958026385,1,Smaller mixed-economy counties
19059,"Dickinson County, IA",Very Low,4,Larger average-economy counties,0.9246520006589823,0.8508497280453149,1,Smaller mixed-economy counties
19061,"Dubuque County, IA",Low,3,Large high-wage metro counties,0.9591316848241064,0.918902983151844,4,Larger average-economy counties
19063,"Emmet County, IA",Very Low,1,Smaller mixed-economy counties,0.9991656050098194,0.9987622242095845,0,High-wage investment-income counties
19065,"Fayette County, IA",Low,4,Larger average-economy counties,0.5065228817955943,0.01347784116867412,1,Smaller mixed-economy counties
19067,"Floyd County, IA",Low,1,Smaller mixed-economy counties,0.7920289283956555,0.5866122752367353,4,Larger average-economy counties
19069,"Franklin County, IA",Very Low,4,Larger average-economy counties,0.9932613199039253,0.9883835691544882,1,Smaller mixed-economy counties
19071,"Fremont County, IA",Very Low,1,Smaller mixed-economy counties,0.9998149791447133,0.9996550405043122,0,High-wage investment-income counties
19073,"Greene County, IA",Very Low,1,Smaller mixed-economy counties,0.9996386957426237,0.9994359150703728,4,Larger average-economy counties
19075,"Grundy County, IA",Very Low,4,Larger average-economy counties,0.9923834480349558,0.9854097521548033,1,Smaller mixed-economy counties
19077,"Guthrie County, IA",Very Low,1,Smaller mixed-economy counties,0.5106319497273403,0.021894006005410083,4,Larger average-economy counties
19079,"Hamilton County, IA",Low,4,Larger average-economy counties,0.9528743711708574,0.9060895871749063,3,Large high-wage metro counties
19081,"Hancock County, IA",Very Low,1,Smaller mixed-economy counties,0.5251067792484262,0.051043595480362414,4,Larger average-economy counties
19083,"Hardin County, IA",Low,4,Larger average-economy counties,0.8051200715610362,0.6109688304275602,1,Smaller mixed-economy counties
19085,"Harrison County, IA",Very Low,1,Smaller mixed-economy counties,0.7608205506313891,0.5220218877386144,4,Larger average-economy counties
19087,"Henry County, IA",Very Low,4,Larger average-economy counties,0.9633616475626937,0.9282859320989314,1,Smaller mixed-economy counties
19089,"Howard County, IA",Very Low,4,Larger average-economy counties,0.987509076559101,0.9758043480105488,1,Smaller mixed-economy counties
19091,"Humboldt County, IA",Very Low,4,Larger average-economy counties,0.9268759400141198,0.855791347745843,1,Smaller mixed-economy counties
19093,"Ida County, IA",Very Low,1,Smaller mixed-economy counties,0.9786635932334846,0.9596529229782936,4,Larger average-economy counties
19095,"Iowa County, IA",Very Low,1,Smaller mixed-economy counties,0.8549618292107894,0.7113470883063708,4,Larger average-economy counties
19097,"Jackson County, IA",Very Low,4,Larger average-economy counties,0.9680944248363849,0.9365627768276819,1,Smaller mixed-economy counties
19099,"Jasper County, IA",Low,3,Large high-wage metro counties,0.8902716041507878,0.7814200121840786,4,Larger average-economy counties
19101,"Jefferson County, IA",Very Low,0,High-wage investment-income counties,0.7590087651126466,0.5199812557969838,2,Small transfer-reliant counties
19103,"Johnson County, IA",Moderate,3,Large high-wage metro counties,0.9997454101297261,0.9995786319892747,0,High-wage investment-income counties
19105,"Jones County, IA",Very Low,4,Larger average-economy counties,0.9739355211256737,0.94820810912873,1,Smaller mixed-economy counties
19107,"Keokuk County, IA",Very Low,1,Smaller mixed-economy counties,0.943088222317407,0.886545068858164,4,Larger average-economy counties
19109,"Kossuth County, IA",Very Low,4,Larger average-economy counties,0.9620351521751029,0.9246716922395748,1,Smaller mixed-economy counties
19111,"Lee County, IA",Low,4,Larger average-economy counties,0.797269494680637,0.5951722353709916,1,Smaller mixed-economy counties
19113,"Linn County, IA",Moderate,3,Large high-wage metro counties,0.9998752932138127,0.9997963191006793,0,High-wage investment-income counties
19115,"Louisa County, IA",Very Low,4,Larger average-economy counties,0.992499205753026,0.9872681366052759,1,Smaller mixed-economy counties
19117,"Lucas County, IA",Very Low,4,Larger average-economy counties,0.9916127757238206,0.9838244839007299,3,Large high-wage metro counties
19119,"Lyon County, IA",Very Low,4,Larger average-economy counties,0.9960212895146872,0.9941460151684143,1,Smaller mixed-economy counties
19121,"Madison County, IA",Very Low,4,Larger average-economy counties,0.9952458026595267,0.991489087692144,3,Large high-wage metro counties
19123,"Mahaska County, IA",Very Low,4,Larger average-economy counties,0.9950818024781195,0.9905740262983638,3,Large high-wage metro counties
