fips,county_name,state,state_long,msa_type,msa_name,final_cluster,plain_label,assignment_confidence,assignment_margin,second_best_cluster,second_best_label
17131,Mercer County,IL,Illinois,Metro,"Davenport-Moline-Rock Island, IA-IL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.7280138695683994,0.4564920336076317,4,"High-premium, high-tax low-hazard counties"
17133,Monroe County,IL,Illinois,Metro,"St. Louis, MO-IL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9979801018574153,0.9961946492878105,4,"High-premium, high-tax low-hazard counties"
17135,Montgomery County,IL,Illinois,,,6,Lower-wage tornado and storm-injury counties,0.9995003063206073,0.9990006204097082,7,High-risk inland-flood and storm-injury counties
17137,Morgan County,IL,Illinois,Micro,"Jacksonville, IL",6,Lower-wage tornado and storm-injury counties,0.9978880863591929,0.9957764317230565,7,High-risk inland-flood and storm-injury counties
17139,Moultrie County,IL,Illinois,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9753826469477903,0.9513067085947297,4,"High-premium, high-tax low-hazard counties"
17141,Ogle County,IL,Illinois,Micro,"Rochelle, IL",6,Lower-wage tornado and storm-injury counties,0.9924541616137336,0.9849122567036322,7,High-risk inland-flood and storm-injury counties
17143,Peoria County,IL,Illinois,Metro,"Peoria, IL",2,Lower-tax severe-storm casualty counties,0.9720715406603085,0.9441442963139423,7,High-risk inland-flood and storm-injury counties
17145,Perry County,IL,Illinois,,,6,Lower-wage tornado and storm-injury counties,0.9989848913014098,0.9979704054166812,7,High-risk inland-flood and storm-injury counties
17147,Piatt County,IL,Illinois,Metro,"Champaign-Urbana, IL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9990262182041165,0.998174853570308,4,"High-premium, high-tax low-hazard counties"
17149,Pike County,IL,Illinois,,,5,Cold-region severe-storm casualty counties,0.9997386965602214,0.9994774224826769,7,High-risk inland-flood and storm-injury counties
17151,Pope County,IL,Illinois,,,6,Lower-wage tornado and storm-injury counties,0.9986465826890932,0.9972942598540632,7,High-risk inland-flood and storm-injury counties
17153,Pulaski County,IL,Illinois,,,2,Lower-tax severe-storm casualty counties,0.9910571149733391,0.9821142446367267,7,High-risk inland-flood and storm-injury counties
17155,Putnam County,IL,Illinois,Micro,"Ottawa-Peru, IL",3,Older wildfire and mountain-hazard housing-market counties,0.6563334816676296,0.42861410663913246,0,"Transfer-reliant, temperature-variable severe-storm counties"
17157,Randolph County,IL,Illinois,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998220368176405,0.9997059418207108,4,"High-premium, high-tax low-hazard counties"
17159,Richland County,IL,Illinois,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9995066796961446,0.9992368641943833,4,"High-premium, high-tax low-hazard counties"
17161,Rock Island County,IL,Illinois,Metro,"Davenport-Moline-Rock Island, IA-IL",2,Lower-tax severe-storm casualty counties,0.9492362090434683,0.8984727117957809,7,High-risk inland-flood and storm-injury counties
17163,St. Clair County,IL,Illinois,Metro,"St. Louis, MO-IL",2,Lower-tax severe-storm casualty counties,0.9971962484777235,0.9943925960954658,7,High-risk inland-flood and storm-injury counties
17165,Saline County,IL,Illinois,,,2,Lower-tax severe-storm casualty counties,0.9982682771190003,0.9965366014325661,7,High-risk inland-flood and storm-injury counties
17167,Sangamon County,IL,Illinois,Metro,"Springfield, IL",7,High-risk inland-flood and storm-injury counties,0.9988226809252474,0.9984667704100809,4,"High-premium, high-tax low-hazard counties"
17169,Schuyler County,IL,Illinois,,,6,Lower-wage tornado and storm-injury counties,0.950813369114481,0.9020623508292118,7,High-risk inland-flood and storm-injury counties
17171,Scott County,IL,Illinois,Micro,"Jacksonville, IL",3,Older wildfire and mountain-hazard housing-market counties,0.6233124517713511,0.2497438543138351,0,"Transfer-reliant, temperature-variable severe-storm counties"
17173,Shelby County,IL,Illinois,,,2,Lower-tax severe-storm casualty counties,0.9994971099735778,0.9989942519637528,7,High-risk inland-flood and storm-injury counties
17175,Stark County,IL,Illinois,Metro,"Peoria, IL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.920684853852161,0.8419718054440306,3,Older wildfire and mountain-hazard housing-market counties
17177,Stephenson County,IL,Illinois,Micro,"Freeport, IL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.8695921570505656,0.7572296511325386,4,"High-premium, high-tax low-hazard counties"
17179,Tazewell County,IL,Illinois,Metro,"Peoria, IL",6,Lower-wage tornado and storm-injury counties,0.9914889357145314,0.9829907829739076,7,High-risk inland-flood and storm-injury counties
17181,Union County,IL,Illinois,,,5,Cold-region severe-storm casualty counties,0.9997074417148533,0.9994149089624835,7,High-risk inland-flood and storm-injury counties
17183,Vermilion County,IL,Illinois,Metro,"Danville, IL",6,Lower-wage tornado and storm-injury counties,0.9784981997293548,0.9570024786790109,7,High-risk inland-flood and storm-injury counties
17185,Wabash County,IL,Illinois,,,5,Cold-region severe-storm casualty counties,0.9994583151552321,0.9989167901303233,7,High-risk inland-flood and storm-injury counties
17187,Warren County,IL,Illinois,,,6,Lower-wage tornado and storm-injury counties,0.9976952484935662,0.995390498708059,7,High-risk inland-flood and storm-injury counties
17189,Washington County,IL,Illinois,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9995877984256344,0.9992425459018294,4,"High-premium, high-tax low-hazard counties"
17191,Wayne County,IL,Illinois,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9714988861501688,0.9434321069164479,4,"High-premium, high-tax low-hazard counties"
17193,White County,IL,Illinois,,,2,Lower-tax severe-storm casualty counties,0.997907259109738,0.9958145262253444,7,High-risk inland-flood and storm-injury counties
17195,Whiteside County,IL,Illinois,Micro,"Sterling, IL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.6188697114473679,0.24697784176876847,4,"High-premium, high-tax low-hazard counties"
17197,Will County,IL,Illinois,Metro,"Chicago-Naperville-Elgin, IL-IN-WI",7,High-risk inland-flood and storm-injury counties,0.713321446369108,0.42664302078739685,2,Lower-tax severe-storm casualty counties
17199,Williamson County,IL,Illinois,Metro,"Carbondale-Marion, IL",6,Lower-wage tornado and storm-injury counties,0.9847184772483882,0.9694624206360225,7,High-risk inland-flood and storm-injury counties
17201,Winnebago County,IL,Illinois,Metro,"Rockford, IL",2,Lower-tax severe-storm casualty counties,0.8935442657981074,0.7870910172294342,7,High-risk inland-flood and storm-injury counties
17203,Woodford County,IL,Illinois,Metro,"Peoria, IL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9704246699544755,0.9431519880494454,4,"High-premium, high-tax low-hazard counties"
18001,Adams County,IN,Indiana,Micro,"Decatur, IN",2,Lower-tax severe-storm casualty counties,0.9985024485504594,0.9970077012726384,7,High-risk inland-flood and storm-injury counties
18003,Allen County,IN,Indiana,Metro,"Fort Wayne, IN",2,Lower-tax severe-storm casualty counties,0.9933842134294105,0.9867877211729654,7,High-risk inland-flood and storm-injury counties
18005,Bartholomew County,IN,Indiana,Metro,"Columbus, IN",2,Lower-tax severe-storm casualty counties,0.9987254279668103,0.9974562633521107,7,High-risk inland-flood and storm-injury counties
18007,Benton County,IN,Indiana,Metro,"Lafayette-West Lafayette, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.6872868482905767,0.45135246060076223,4,"High-premium, high-tax low-hazard counties"
18009,Blackford County,IN,Indiana,,,6,Lower-wage tornado and storm-injury counties,0.9960299289747102,0.992061342227847,7,High-risk inland-flood and storm-injury counties
18011,Boone County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",2,Lower-tax severe-storm casualty counties,0.999096779818407,0.9981936333412339,7,High-risk inland-flood and storm-injury counties
18013,Brown County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9953097117611442,0.9910303387982111,3,Older wildfire and mountain-hazard housing-market counties
18015,Carroll County,IN,Indiana,Metro,"Lafayette-West Lafayette, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9984228473876433,0.9973117604062576,3,Older wildfire and mountain-hazard housing-market counties
18017,Cass County,IN,Indiana,Micro,"Logansport, IN",2,Lower-tax severe-storm casualty counties,0.9980694659681958,0.9961389470524632,7,High-risk inland-flood and storm-injury counties
18019,Clark County,IN,Indiana,Metro,"Louisville/Jefferson County, KY-IN",2,Lower-tax severe-storm casualty counties,0.9978425830088127,0.9956853875515698,7,High-risk inland-flood and storm-injury counties
18021,Clay County,IN,Indiana,Metro,"Terre Haute, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9951112396721123,0.9922190629927276,3,Older wildfire and mountain-hazard housing-market counties
18023,Clinton County,IN,Indiana,Micro,"Frankfort, IN",6,Lower-wage tornado and storm-injury counties,0.9997212468197991,0.9994425975395355,7,High-risk inland-flood and storm-injury counties
18025,Crawford County,IN,Indiana,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9962550783416014,0.9931100001787676,3,Older wildfire and mountain-hazard housing-market counties
18027,Daviess County,IN,Indiana,Micro,"Washington, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9983328574011051,0.9970759870954891,4,"High-premium, high-tax low-hazard counties"
18029,Dearborn County,IN,Indiana,Metro,"Cincinnati, OH-KY-IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9694241255683715,0.9394370282241905,4,"High-premium, high-tax low-hazard counties"
18031,Decatur County,IN,Indiana,Micro,"Greensburg, IN",2,Lower-tax severe-storm casualty counties,0.9985788589719987,0.9971584588158539,7,High-risk inland-flood and storm-injury counties
18033,DeKalb County,IN,Indiana,Micro,"Auburn, IN",6,Lower-wage tornado and storm-injury counties,0.9977753232622091,0.9956274450540655,7,High-risk inland-flood and storm-injury counties
18035,Delaware County,IN,Indiana,Metro,"Muncie, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.6684533603256035,0.3999664765645135,7,High-risk inland-flood and storm-injury counties
18037,Dubois County,IN,Indiana,Micro,"Jasper, IN",6,Lower-wage tornado and storm-injury counties,0.8986099340110252,0.7996230591791051,7,High-risk inland-flood and storm-injury counties
18039,Elkhart County,IN,Indiana,Metro,"Elkhart-Goshen, IN",6,Lower-wage tornado and storm-injury counties,0.8698348336458063,0.741900322872624,7,High-risk inland-flood and storm-injury counties
18041,Fayette County,IN,Indiana,Micro,"Connersville, IN",6,Lower-wage tornado and storm-injury counties,0.999771490399628,0.9995431357259992,7,High-risk inland-flood and storm-injury counties
18043,Floyd County,IN,Indiana,Metro,"Louisville/Jefferson County, KY-IN",6,Lower-wage tornado and storm-injury counties,0.9980794567962005,0.9961678711622625,7,High-risk inland-flood and storm-injury counties
18045,Fountain County,IN,Indiana,,,2,Lower-tax severe-storm casualty counties,0.9950808369614237,0.9901625153484634,7,High-risk inland-flood and storm-injury counties
18047,Franklin County,IN,Indiana,,,5,Cold-region severe-storm casualty counties,0.999760673827978,0.999521365442166,7,High-risk inland-flood and storm-injury counties
18049,Fulton County,IN,Indiana,,,2,Lower-tax severe-storm casualty counties,0.9989646720358006,0.9979301880796865,7,High-risk inland-flood and storm-injury counties
18051,Gibson County,IN,Indiana,,,2,Lower-tax severe-storm casualty counties,0.9996136149615562,0.9992272827093487,7,High-risk inland-flood and storm-injury counties
18053,Grant County,IN,Indiana,Micro,"Marion, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998219174460937,0.9996782792146667,7,High-risk inland-flood and storm-injury counties
18055,Greene County,IN,Indiana,,,2,Lower-tax severe-storm casualty counties,0.9996576610064064,0.9993155666141298,7,High-risk inland-flood and storm-injury counties
18057,Hamilton County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",2,Lower-tax severe-storm casualty counties,0.9725133656257788,0.9450280925053881,7,High-risk inland-flood and storm-injury counties
18059,Hancock County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9993496351582616,0.9988338355977135,7,High-risk inland-flood and storm-injury counties
18061,Harrison County,IN,Indiana,Metro,"Louisville/Jefferson County, KY-IN",6,Lower-wage tornado and storm-injury counties,0.9996617868763773,0.999324935658703,7,High-risk inland-flood and storm-injury counties
18063,Hendricks County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",2,Lower-tax severe-storm casualty counties,0.9986666060428318,0.9973335149599221,7,High-risk inland-flood and storm-injury counties
18065,Henry County,IN,Indiana,Micro,"New Castle, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9997689217449238,0.9996477902908922,4,"High-premium, high-tax low-hazard counties"
18067,Howard County,IN,Indiana,Metro,"Kokomo, IN",6,Lower-wage tornado and storm-injury counties,0.9994700176544539,0.9989406713175081,7,High-risk inland-flood and storm-injury counties
18069,Huntington County,IN,Indiana,Micro,"Huntington, IN",6,Lower-wage tornado and storm-injury counties,0.9997527462274624,0.9995071927555131,7,High-risk inland-flood and storm-injury counties
18071,Jackson County,IN,Indiana,Micro,"Seymour, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9997417935427986,0.9995451249405999,4,"High-premium, high-tax low-hazard counties"
18073,Jasper County,IN,Indiana,Metro,"Chicago-Naperville-Elgin, IL-IN-WI",6,Lower-wage tornado and storm-injury counties,0.9977480187650778,0.9955204719468642,7,High-risk inland-flood and storm-injury counties
18075,Jay County,IN,Indiana,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9488644095743785,0.8981728391449426,3,Older wildfire and mountain-hazard housing-market counties
18077,Jefferson County,IN,Indiana,Micro,"Madison, IN",5,Cold-region severe-storm casualty counties,0.9998493336407621,0.9997009109554577,7,High-risk inland-flood and storm-injury counties
18079,Jennings County,IN,Indiana,Micro,"North Vernon, IN",6,Lower-wage tornado and storm-injury counties,0.9998194790406298,0.9996414045767459,7,High-risk inland-flood and storm-injury counties
18081,Johnson County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",6,Lower-wage tornado and storm-injury counties,0.9955670749459901,0.991148281027964,7,High-risk inland-flood and storm-injury counties
18083,Knox County,IN,Indiana,Micro,"Vincennes, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9997631502352742,0.9996059243969506,4,"High-premium, high-tax low-hazard counties"
18085,Kosciusko County,IN,Indiana,Micro,"Warsaw, IN",6,Lower-wage tornado and storm-injury counties,0.9991613238481204,0.9983377754889494,7,High-risk inland-flood and storm-injury counties
18087,LaGrange County,IN,Indiana,,,6,Lower-wage tornado and storm-injury counties,0.9993987706521037,0.9987976196483305,7,High-risk inland-flood and storm-injury counties
18089,Lake County,IN,Indiana,Metro,"Chicago-Naperville-Elgin, IL-IN-WI",2,Lower-tax severe-storm casualty counties,0.7585936396891284,0.5202353582514703,7,High-risk inland-flood and storm-injury counties
18091,LaPorte County,IN,Indiana,Metro,"Michigan City-La Porte, IN",6,Lower-wage tornado and storm-injury counties,0.996839940226234,0.993826696876013,7,High-risk inland-flood and storm-injury counties
18093,Lawrence County,IN,Indiana,Micro,"Bedford, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998455315795265,0.9997477535521749,4,"High-premium, high-tax low-hazard counties"
18095,Madison County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",6,Lower-wage tornado and storm-injury counties,0.9975902746840508,0.9951865191611946,7,High-risk inland-flood and storm-injury counties
18097,Marion County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",2,Lower-tax severe-storm casualty counties,0.9109786715902226,0.8220011976288608,7,High-risk inland-flood and storm-injury counties
18099,Marshall County,IN,Indiana,Micro,"Plymouth, IN",2,Lower-tax severe-storm casualty counties,0.9996108029457107,0.9992271221139644,7,High-risk inland-flood and storm-injury counties
18101,Martin County,IN,Indiana,,,2,Lower-tax severe-storm casualty counties,0.9990968239286437,0.9981948818982924,7,High-risk inland-flood and storm-injury counties
18103,Miami County,IN,Indiana,Micro,"Peru, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9948056015910562,0.9897626859527469,4,"High-premium, high-tax low-hazard counties"
18105,Monroe County,IN,Indiana,Metro,"Bloomington, IN",2,Lower-tax severe-storm casualty counties,0.9996216378379275,0.999243423985591,7,High-risk inland-flood and storm-injury counties
18107,Montgomery County,IN,Indiana,Micro,"Crawfordsville, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9771100149471529,0.9545318884073866,4,"High-premium, high-tax low-hazard counties"
18109,Morgan County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",5,Cold-region severe-storm casualty counties,0.999649069750922,0.9992985170647237,7,High-risk inland-flood and storm-injury counties
18111,Newton County,IN,Indiana,Metro,"Chicago-Naperville-Elgin, IL-IN-WI",0,"Transfer-reliant, temperature-variable severe-storm counties",0.8905788844149827,0.785446585759412,4,"High-premium, high-tax low-hazard counties"
18113,Noble County,IN,Indiana,Micro,"Kendallville, IN",6,Lower-wage tornado and storm-injury counties,0.9994272333009635,0.9988549401889657,7,High-risk inland-flood and storm-injury counties
18115,Ohio County,IN,Indiana,Metro,"Cincinnati, OH-KY-IN",3,Older wildfire and mountain-hazard housing-market counties,0.7821285305513612,0.5665214559166712,0,"Transfer-reliant, temperature-variable severe-storm counties"
18117,Orange County,IN,Indiana,,,6,Lower-wage tornado and storm-injury counties,0.9998281142303501,0.9996564637608231,7,High-risk inland-flood and storm-injury counties
18119,Owen County,IN,Indiana,Metro,"Bloomington, IN",2,Lower-tax severe-storm casualty counties,0.9995117141438429,0.9990234852015214,7,High-risk inland-flood and storm-injury counties
18121,Parke County,IN,Indiana,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9995956131540918,0.9992999323522452,3,Older wildfire and mountain-hazard housing-market counties
18123,Perry County,IN,Indiana,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9996807250863396,0.9995387249058728,3,Older wildfire and mountain-hazard housing-market counties
18125,Pike County,IN,Indiana,Micro,"Jasper, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9986471913669881,0.9974990319955784,3,Older wildfire and mountain-hazard housing-market counties
18127,Porter County,IN,Indiana,Metro,"Chicago-Naperville-Elgin, IL-IN-WI",5,Cold-region severe-storm casualty counties,0.9580180390126541,0.9171521895000035,7,High-risk inland-flood and storm-injury counties
18129,Posey County,IN,Indiana,Metro,"Evansville, IN-KY",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9600931822634413,0.9209358752881927,4,"High-premium, high-tax low-hazard counties"
18131,Pulaski County,IN,Indiana,,,3,Older wildfire and mountain-hazard housing-market counties,0.7176549788332328,0.43746860358864503,0,"Transfer-reliant, temperature-variable severe-storm counties"
18133,Putnam County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",6,Lower-wage tornado and storm-injury counties,0.9996808382143142,0.9993619644361974,7,High-risk inland-flood and storm-injury counties
18135,Randolph County,IN,Indiana,,,2,Lower-tax severe-storm casualty counties,0.9881045469747248,0.9766803568655765,7,High-risk inland-flood and storm-injury counties
18137,Ripley County,IN,Indiana,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9955775593955087,0.9924212978019126,4,"High-premium, high-tax low-hazard counties"
18139,Rush County,IN,Indiana,,,6,Lower-wage tornado and storm-injury counties,0.9998605604339326,0.9997211799836462,7,High-risk inland-flood and storm-injury counties
18141,St. Joseph County,IN,Indiana,Metro,"South Bend-Mishawaka, IN-MI",5,Cold-region severe-storm casualty counties,0.9948414559751724,0.9900282929106541,7,High-risk inland-flood and storm-injury counties
18143,Scott County,IN,Indiana,Metro,"Louisville/Jefferson County, KY-IN",6,Lower-wage tornado and storm-injury counties,0.9997580666227344,0.9995165006715028,7,High-risk inland-flood and storm-injury counties
18145,Shelby County,IN,Indiana,Metro,"Indianapolis-Carmel-Anderson, IN",6,Lower-wage tornado and storm-injury counties,0.999620835804409,0.9992427836112808,7,High-risk inland-flood and storm-injury counties
18147,Spencer County,IN,Indiana,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.7624392646485585,0.5260365771793892,4,"High-premium, high-tax low-hazard counties"
18149,Starke County,IN,Indiana,,,2,Lower-tax severe-storm casualty counties,0.9983818238988067,0.9968078440661787,7,High-risk inland-flood and storm-injury counties
18151,Steuben County,IN,Indiana,Micro,"Angola, IN",6,Lower-wage tornado and storm-injury counties,0.9995034131347412,0.9990099884230375,7,High-risk inland-flood and storm-injury counties
18153,Sullivan County,IN,Indiana,Metro,"Terre Haute, IN",2,Lower-tax severe-storm casualty counties,0.9993312663576558,0.9986625626608373,7,High-risk inland-flood and storm-injury counties
18155,Switzerland County,IN,Indiana,,,5,Cold-region severe-storm casualty counties,0.9996968158708556,0.9993942717385274,7,High-risk inland-flood and storm-injury counties
18157,Tippecanoe County,IN,Indiana,Metro,"Lafayette-West Lafayette, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9913353452638208,0.983368894590948,7,High-risk inland-flood and storm-injury counties
18159,Tipton County,IN,Indiana,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9369887842152497,0.8747596547609987,3,Older wildfire and mountain-hazard housing-market counties
18161,Union County,IN,Indiana,Metro,"Cincinnati, OH-KY-IN",6,Lower-wage tornado and storm-injury counties,0.9981504572384597,0.9963036685793278,7,High-risk inland-flood and storm-injury counties
18163,Vanderburgh County,IN,Indiana,Metro,"Evansville, IN-KY",2,Lower-tax severe-storm casualty counties,0.9888758496760902,0.9777588700990422,7,High-risk inland-flood and storm-injury counties
18165,Vermillion County,IN,Indiana,Metro,"Terre Haute, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9694607563999862,0.9392653982527781,3,Older wildfire and mountain-hazard housing-market counties
18167,Vigo County,IN,Indiana,Metro,"Terre Haute, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9965026360054753,0.9934419799600721,7,High-risk inland-flood and storm-injury counties
18169,Wabash County,IN,Indiana,Micro,"Wabash, IN",5,Cold-region severe-storm casualty counties,0.999898601500111,0.9997981064303637,7,High-risk inland-flood and storm-injury counties
18171,Warren County,IN,Indiana,,,3,Older wildfire and mountain-hazard housing-market counties,0.6674655787976767,0.33699507268527995,0,"Transfer-reliant, temperature-variable severe-storm counties"
18173,Warrick County,IN,Indiana,Metro,"Evansville, IN-KY",2,Lower-tax severe-storm casualty counties,0.9992237190414908,0.9984474672353407,7,High-risk inland-flood and storm-injury counties
18175,Washington County,IN,Indiana,Metro,"Louisville/Jefferson County, KY-IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9996760010064127,0.9994064907212756,4,"High-premium, high-tax low-hazard counties"
18177,Wayne County,IN,Indiana,Micro,"Richmond, IN",2,Lower-tax severe-storm casualty counties,0.9997073671784922,0.9994153477522276,7,High-risk inland-flood and storm-injury counties
18179,Wells County,IN,Indiana,Metro,"Fort Wayne, IN",6,Lower-wage tornado and storm-injury counties,0.9998009707573211,0.9996020121236016,7,High-risk inland-flood and storm-injury counties
18181,White County,IN,Indiana,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.8855104706003313,0.7722955537572583,4,"High-premium, high-tax low-hazard counties"
18183,Whitley County,IN,Indiana,Metro,"Fort Wayne, IN",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9995964007080177,0.9992931429851317,4,"High-premium, high-tax low-hazard counties"
19001,Adair County,IA,Iowa,,,2,Lower-tax severe-storm casualty counties,0.9879740818895992,0.9759481654306122,7,High-risk inland-flood and storm-injury counties
19003,Adams County,IA,Iowa,,,5,Cold-region severe-storm casualty counties,0.988290402288384,0.9765808053605997,7,High-risk inland-flood and storm-injury counties
19005,Allamakee County,IA,Iowa,,,6,Lower-wage tornado and storm-injury counties,0.9995737590405042,0.9991478078219803,7,High-risk inland-flood and storm-injury counties
19007,Appanoose County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.998873732217551,0.9978344812833209,7,High-risk inland-flood and storm-injury counties
19009,Audubon County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.7149375007683091,0.4605771393296628,0,"Transfer-reliant, temperature-variable severe-storm counties"
19011,Benton County,IA,Iowa,Metro,"Cedar Rapids, IA",2,Lower-tax severe-storm casualty counties,0.9961006264060138,0.9922012570565109,7,High-risk inland-flood and storm-injury counties
19013,Black Hawk County,IA,Iowa,Metro,"Waterloo-Cedar Falls, IA",7,High-risk inland-flood and storm-injury counties,0.998466747070482,0.9970506240625364,4,"High-premium, high-tax low-hazard counties"
19015,Boone County,IA,Iowa,Micro,"Boone, IA",4,"High-premium, high-tax low-hazard counties",0.9639614400379761,0.9364083180685198,0,"Transfer-reliant, temperature-variable severe-storm counties"
19017,Bremer County,IA,Iowa,Metro,"Waterloo-Cedar Falls, IA",6,Lower-wage tornado and storm-injury counties,0.9962928798176338,0.9925858402313326,7,High-risk inland-flood and storm-injury counties
19019,Buchanan County,IA,Iowa,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.896708208011292,0.7975029964426519,4,"High-premium, high-tax low-hazard counties"
19021,Buena Vista County,IA,Iowa,Micro,"Storm Lake, IA",6,Lower-wage tornado and storm-injury counties,0.977419743520888,0.9548399354591071,7,High-risk inland-flood and storm-injury counties
19023,Butler County,IA,Iowa,,,2,Lower-tax severe-storm casualty counties,0.9674217425019503,0.9348435339387267,7,High-risk inland-flood and storm-injury counties
19025,Calhoun County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.9925195713862436,0.9881196580522532,0,"Transfer-reliant, temperature-variable severe-storm counties"
19027,Carroll County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.9320155693369132,0.8683570199540155,0,"Transfer-reliant, temperature-variable severe-storm counties"
19029,Cass County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.9736119835491328,0.9522604733383806,0,"Transfer-reliant, temperature-variable severe-storm counties"
19031,Cedar County,IA,Iowa,,,6,Lower-wage tornado and storm-injury counties,0.9995084025176663,0.9990169536225308,7,High-risk inland-flood and storm-injury counties
19033,Cerro Gordo County,IA,Iowa,Micro,"Mason City, IA",7,High-risk inland-flood and storm-injury counties,0.7883425564093153,0.576896674497861,6,Lower-wage tornado and storm-injury counties
19035,Cherokee County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.9505350434926021,0.9012389020229135,0,"Transfer-reliant, temperature-variable severe-storm counties"
19037,Chickasaw County,IA,Iowa,,,5,Cold-region severe-storm casualty counties,0.9963128866460838,0.9926260489471209,7,High-risk inland-flood and storm-injury counties
19039,Clarke County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.7973789562595476,0.5957806944916164,0,"Transfer-reliant, temperature-variable severe-storm counties"
19041,Clay County,IA,Iowa,Micro,"Spencer, IA",5,Cold-region severe-storm casualty counties,0.9771298508670867,0.9542597730528699,7,High-risk inland-flood and storm-injury counties
19043,Clayton County,IA,Iowa,,,2,Lower-tax severe-storm casualty counties,0.8471544948154524,0.6943182857999838,7,High-risk inland-flood and storm-injury counties
19045,Clinton County,IA,Iowa,Micro,"Clinton, IA",6,Lower-wage tornado and storm-injury counties,0.9973095893922841,0.9946197450842469,7,High-risk inland-flood and storm-injury counties
19047,Crawford County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.9993021884675312,0.9988079481803742,0,"Transfer-reliant, temperature-variable severe-storm counties"
19049,Dallas County,IA,Iowa,Metro,"Des Moines-West Des Moines, IA",7,High-risk inland-flood and storm-injury counties,0.9943521730188271,0.9887652574404777,6,Lower-wage tornado and storm-injury counties
19051,Davis County,IA,Iowa,Micro,"Ottumwa, IA",4,"High-premium, high-tax low-hazard counties",0.9968448070720033,0.9943017935360933,0,"Transfer-reliant, temperature-variable severe-storm counties"
19053,Decatur County,IA,Iowa,,,4,"High-premium, high-tax low-hazard counties",0.9682531792827236,0.9392555925721521,0,"Transfer-reliant, temperature-variable severe-storm counties"
