fips,county_name,state,nri_risk_rating,incident_count,migration_trend_profile,migration_trend_profile_label,assignment_confidence,assignment_margin,second_best_profile,second_best_profile_label
19065,Fayette County,IA,Low,4,3,Gradual post-incident migration gain counties,0.9552489116553433,0.9107905256895829,0,Strong post-incident migration gain counties
19067,Floyd County,IA,Low,5,0,Strong post-incident migration gain counties,0.60672740924358,0.22192687015333656,3,Gradual post-incident migration gain counties
19069,Franklin County,IA,Very Low,5,3,Gradual post-incident migration gain counties,0.9951214808161439,0.9903019484889818,0,Strong post-incident migration gain counties
19073,Greene County,IA,Very Low,7,3,Gradual post-incident migration gain counties,0.9891963994557147,0.9785335454783284,0,Strong post-incident migration gain counties
19075,Grundy County,IA,Very Low,3,3,Gradual post-incident migration gain counties,0.7227335742483506,0.4480676629143568,0,Strong post-incident migration gain counties
19077,Guthrie County,IA,Very Low,7,3,Gradual post-incident migration gain counties,0.9518855832202714,0.9038971217438124,0,Strong post-incident migration gain counties
19079,Hamilton County,IA,Low,5,3,Gradual post-incident migration gain counties,0.9994437392025941,0.9989625164331286,0,Strong post-incident migration gain counties
19081,Hancock County,IA,Very Low,4,0,Strong post-incident migration gain counties,0.691966812882743,0.39000210047712597,3,Gradual post-incident migration gain counties
19083,Hardin County,IA,Low,4,0,Strong post-incident migration gain counties,0.988136630588706,0.9784151937629242,3,Gradual post-incident migration gain counties
19085,Harrison County,IA,Very Low,4,0,Strong post-incident migration gain counties,0.9951836869154096,0.9920695223781093,3,Gradual post-incident migration gain counties
19087,Henry County,IA,Very Low,3,1,Spike-and-fade migration counties,0.9185488038155709,0.8390492528249818,2,Volatile migration counties
19091,Humboldt County,IA,Very Low,5,3,Gradual post-incident migration gain counties,0.9376100428454305,0.8756192997094574,0,Strong post-incident migration gain counties
19095,Iowa County,IA,Very Low,4,0,Strong post-incident migration gain counties,0.7527514548103826,0.5718200925880164,3,Gradual post-incident migration gain counties
19097,Jackson County,IA,Very Low,7,3,Gradual post-incident migration gain counties,0.9928099634047695,0.9856879812446158,0,Strong post-incident migration gain counties
19099,Jasper County,IA,Low,7,3,Gradual post-incident migration gain counties,0.9888545136623649,0.9778697518913532,0,Strong post-incident migration gain counties
19101,Jefferson County,IA,Very Low,2,1,Spike-and-fade migration counties,0.988019280681838,0.9787648822034227,0,Strong post-incident migration gain counties
19103,Johnson County,IA,Moderate,3,3,Gradual post-incident migration gain counties,0.8772125555993433,0.7552322146772338,0,Strong post-incident migration gain counties
19105,Jones County,IA,Very Low,4,0,Strong post-incident migration gain counties,0.9888827886199696,0.9812564073623201,1,Spike-and-fade migration counties
19109,Kossuth County,IA,Very Low,4,3,Gradual post-incident migration gain counties,0.915849911377171,0.8337275769637691,0,Strong post-incident migration gain counties
19111,Lee County,IA,Low,5,3,Gradual post-incident migration gain counties,0.6793437321016051,0.36174549090952685,0,Strong post-incident migration gain counties
19113,Linn County,IA,Moderate,4,0,Strong post-incident migration gain counties,0.5295184513713568,0.10616847888617209,1,Spike-and-fade migration counties
19115,Louisa County,IA,Very Low,1,3,Gradual post-incident migration gain counties,0.6179131422806234,0.24165559265729153,0,Strong post-incident migration gain counties
19121,Madison County,IA,Very Low,4,0,Strong post-incident migration gain counties,0.9054867683290325,0.8222013429452817,1,Spike-and-fade migration counties
19123,Mahaska County,IA,Very Low,3,1,Spike-and-fade migration counties,0.9948047807946525,0.9909190095226461,2,Volatile migration counties
19125,Marion County,IA,Very Low,6,3,Gradual post-incident migration gain counties,0.9981745882669766,0.9964264952620056,0,Strong post-incident migration gain counties
19127,Marshall County,IA,Low,5,3,Gradual post-incident migration gain counties,0.752095172446737,0.5052629227397682,0,Strong post-incident migration gain counties
19129,Mills County,IA,Very Low,4,2,Volatile migration counties,0.9999864694439728,0.9999729826032427,0,Strong post-incident migration gain counties
19131,Mitchell County,IA,Very Low,4,1,Spike-and-fade migration counties,0.5720173864845906,0.14676964622774163,0,Strong post-incident migration gain counties
19137,Montgomery County,IA,Very Low,5,0,Strong post-incident migration gain counties,0.9900575795200331,0.9848984930562223,2,Volatile migration counties
19139,Muscatine County,IA,Low,7,3,Gradual post-incident migration gain counties,0.6682592258508638,0.3470556444725331,0,Strong post-incident migration gain counties
19141,Obrien County,IA,Very Low,1,1,Spike-and-fade migration counties,0.6381695834128361,0.2952511651145099,0,Strong post-incident migration gain counties
19145,Page County,IA,Very Low,3,0,Strong post-incident migration gain counties,0.9725590323291721,0.9513342517744089,3,Gradual post-incident migration gain counties
19147,Palo Alto County,IA,Very Low,2,0,Strong post-incident migration gain counties,0.9108936846904491,0.8245524304545011,1,Spike-and-fade migration counties
19149,Plymouth County,IA,Low,3,0,Strong post-incident migration gain counties,0.9810473876246865,0.9646772756222464,1,Spike-and-fade migration counties
19151,Pocahontas County,IA,Very Low,1,2,Volatile migration counties,0.9999927957215996,0.9999855914431984,1,Spike-and-fade migration counties
19153,Polk County,IA,Moderate,6,3,Gradual post-incident migration gain counties,0.9984205292334889,0.9969002003923525,0,Strong post-incident migration gain counties
19155,Pottawattamie County,IA,Low,5,0,Strong post-incident migration gain counties,0.9056819126823921,0.8501947914310781,3,Gradual post-incident migration gain counties
19157,Poweshiek County,IA,Very Low,3,1,Spike-and-fade migration counties,0.8517558691133051,0.7076208301556258,0,Strong post-incident migration gain counties
19163,Scott County,IA,Moderate,6,3,Gradual post-incident migration gain counties,0.8115421275625927,0.627228293602172,0,Strong post-incident migration gain counties
19165,Shelby County,IA,Very Low,3,0,Strong post-incident migration gain counties,0.9798583884083796,0.9631323825009686,1,Spike-and-fade migration counties
19167,Sioux County,IA,Low,1,3,Gradual post-incident migration gain counties,0.5017918283976547,0.00447781856223467,0,Strong post-incident migration gain counties
19169,Story County,IA,Low,6,0,Strong post-incident migration gain counties,0.6193072087872635,0.2613050920051864,3,Gradual post-incident migration gain counties
19171,Tama County,IA,Low,4,0,Strong post-incident migration gain counties,0.9859871347709795,0.978278499104574,1,Spike-and-fade migration counties
19175,Union County,IA,Low,3,1,Spike-and-fade migration counties,0.9868601183393725,0.9801070453678198,2,Volatile migration counties
19179,Wapello County,IA,Low,3,0,Strong post-incident migration gain counties,0.9815609117328346,0.9644813808991781,1,Spike-and-fade migration counties
19181,Warren County,IA,Very Low,6,3,Gradual post-incident migration gain counties,0.9952502849555539,0.990559713256637,0,Strong post-incident migration gain counties
19183,Washington County,IA,Low,3,0,Strong post-incident migration gain counties,0.505998571383288,0.013915943613695358,3,Gradual post-incident migration gain counties
19189,Winnebago County,IA,Very Low,4,0,Strong post-incident migration gain counties,0.815122791261345,0.6402409886173599,1,Spike-and-fade migration counties
19191,Winneshiek County,IA,Very Low,5,0,Strong post-incident migration gain counties,0.6819607605852805,0.3703287851520957,3,Gradual post-incident migration gain counties
19193,Woodbury County,IA,Moderate,6,0,Strong post-incident migration gain counties,0.6597444526480309,0.3330789308753522,3,Gradual post-incident migration gain counties
19195,Worth County,IA,Very Low,4,3,Gradual post-incident migration gain counties,0.527573832053986,0.06066483037774589,0,Strong post-incident migration gain counties
19197,Wright County,IA,Very Low,5,3,Gradual post-incident migration gain counties,0.7427252662842497,0.4884206725635165,0,Strong post-incident migration gain counties
20001,Allen County,KS,Very Low,1,0,Strong post-incident migration gain counties,0.9061601539744325,0.837040287769235,1,Spike-and-fade migration counties
20003,Anderson County,KS,Very Low,3,3,Gradual post-incident migration gain counties,0.9416077831570139,0.8846805332817392,0,Strong post-incident migration gain counties
20009,Barton County,KS,Low,9,3,Gradual post-incident migration gain counties,0.9749214374234623,0.9503163686941357,0,Strong post-incident migration gain counties
20011,Bourbon County,KS,Very Low,2,3,Gradual post-incident migration gain counties,0.6583131685518867,0.3177921825765634,0,Strong post-incident migration gain counties
20013,Brown County,KS,Very Low,1,1,Spike-and-fade migration counties,0.9307234947158574,0.865323026423768,0,Strong post-incident migration gain counties
20015,Butler County,KS,Low,4,0,Strong post-incident migration gain counties,0.8106386615449791,0.6227360196153002,3,Gradual post-incident migration gain counties
20021,Cherokee County,KS,Low,3,0,Strong post-incident migration gain counties,0.8193674743544231,0.6413144797125325,3,Gradual post-incident migration gain counties
20027,Clay County,KS,Very Low,1,0,Strong post-incident migration gain counties,0.7151480093595632,0.47679570970803464,1,Spike-and-fade migration counties
20035,Cowley County,KS,Low,6,3,Gradual post-incident migration gain counties,0.9939000518826325,0.9878578304524646,0,Strong post-incident migration gain counties
20041,Dickinson County,KS,Low,2,0,Strong post-incident migration gain counties,0.8085177417974141,0.6502302830937585,2,Volatile migration counties
20045,Douglas County,KS,Low,2,3,Gradual post-incident migration gain counties,0.5496877579144439,0.10114839256265146,0,Strong post-incident migration gain counties
20051,Ellis County,KS,Very Low,3,3,Gradual post-incident migration gain counties,0.9877960926972733,0.9757606800177258,0,Strong post-incident migration gain counties
20053,Ellsworth County,KS,Very Low,1,2,Volatile migration counties,0.9999998962058713,0.9999997924117432,1,Spike-and-fade migration counties
20055,Finney County,KS,Low,2,1,Spike-and-fade migration counties,0.9048262211312593,0.8339467174285305,0,Strong post-incident migration gain counties
20057,Ford County,KS,Low,4,2,Volatile migration counties,1.0,0.9999999999999997,1,Spike-and-fade migration counties
20059,Franklin County,KS,Low,4,3,Gradual post-incident migration gain counties,0.6802388156198497,0.36287042114952933,0,Strong post-incident migration gain counties
20061,Geary County,KS,Very Low,3,2,Volatile migration counties,0.9999721057659706,0.9999442115376208,1,Spike-and-fade migration counties
20067,Grant County,KS,Very Low,1,2,Volatile migration counties,0.9992399856285449,0.9984799760901343,1,Spike-and-fade migration counties
20073,Greenwood County,KS,Very Low,1,2,Volatile migration counties,0.9999999863381994,0.9999999726763987,1,Spike-and-fade migration counties
20079,Harvey County,KS,Very Low,7,3,Gradual post-incident migration gain counties,0.8671521152630406,0.7349608661480692,0,Strong post-incident migration gain counties
20087,Jefferson County,KS,Very Low,3,0,Strong post-incident migration gain counties,0.9704719563178701,0.9554932092112448,1,Spike-and-fade migration counties
20091,Johnson County,KS,High,2,3,Gradual post-incident migration gain counties,0.999846311868128,0.9997387898647301,0,Strong post-incident migration gain counties
20103,Leavenworth County,KS,Low,2,0,Strong post-incident migration gain counties,0.7235530948898359,0.46059573291927675,1,Spike-and-fade migration counties
20107,Linn County,KS,Very Low,3,0,Strong post-incident migration gain counties,0.8284811075785382,0.680433787291298,2,Volatile migration counties
20111,Lyon County,KS,Low,2,0,Strong post-incident migration gain counties,0.9754061234949566,0.9534251335695557,1,Spike-and-fade migration counties
20113,McPherson County,KS,Very Low,5,0,Strong post-incident migration gain counties,0.5427588125771146,0.12775712411013684,1,Spike-and-fade migration counties
20115,Marion County,KS,Very Low,4,1,Spike-and-fade migration counties,0.9492209123642137,0.901972491294585,0,Strong post-incident migration gain counties
20121,Miami County,KS,Low,2,0,Strong post-incident migration gain counties,0.9967926805727614,0.9945657611583151,1,Spike-and-fade migration counties
20125,Montgomery County,KS,Low,3,0,Strong post-incident migration gain counties,0.9731519101582087,0.9565659963655743,1,Spike-and-fade migration counties
20139,Osage County,KS,Very Low,3,0,Strong post-incident migration gain counties,0.9922790689742208,0.9885825362958098,3,Gradual post-incident migration gain counties
20143,Ottawa County,KS,Very Low,1,2,Volatile migration counties,0.9539984560212036,0.9080060920172885,1,Spike-and-fade migration counties
20149,Pottawatomie County,KS,Very Low,3,3,Gradual post-incident migration gain counties,0.6318499589899369,0.2646713215547756,0,Strong post-incident migration gain counties
20151,Pratt County,KS,Low,6,0,Strong post-incident migration gain counties,0.8277414640818826,0.6606303871721273,1,Spike-and-fade migration counties
20155,Reno County,KS,Low,6,3,Gradual post-incident migration gain counties,0.9996055423653095,0.9992408062289352,0,Strong post-incident migration gain counties
20159,Rice County,KS,Very Low,7,0,Strong post-incident migration gain counties,0.6457215530282586,0.3183490479786008,1,Spike-and-fade migration counties
20161,Riley County,KS,Low,4,0,Strong post-incident migration gain counties,0.5456104754643537,0.15675709463765602,1,Spike-and-fade migration counties
20167,Russell County,KS,Very Low,3,3,Gradual post-incident migration gain counties,0.6267404340203421,0.2571232489585009,0,Strong post-incident migration gain counties
20169,Saline County,KS,Low,4,3,Gradual post-incident migration gain counties,0.9169754788626509,0.8347246259615195,0,Strong post-incident migration gain counties
20173,Sedgwick County,KS,High,1,3,Gradual post-incident migration gain counties,0.8218225464256826,0.6456525918166205,0,Strong post-incident migration gain counties
20175,Seward County,KS,Very Low,2,2,Volatile migration counties,0.9995249922834386,0.9990499860058253,1,Spike-and-fade migration counties
20191,Sumner County,KS,Low,7,0,Strong post-incident migration gain counties,0.7878119518265534,0.5788071205401937,3,Gradual post-incident migration gain counties
20197,Wabaunsee County,KS,Very Low,1,0,Strong post-incident migration gain counties,0.9478475922005422,0.8962146116128576,1,Spike-and-fade migration counties
20209,Wyandotte County,KS,Moderate,4,0,Strong post-incident migration gain counties,0.8448543419061323,0.7626602302477526,1,Spike-and-fade migration counties
21001,Adair County,KY,Very Low,1,0,Strong post-incident migration gain counties,0.9406463950314943,0.9000579779021656,1,Spike-and-fade migration counties
21003,Allen County,KY,Very Low,1,0,Strong post-incident migration gain counties,0.8749129725615127,0.7739665163279101,1,Spike-and-fade migration counties
21005,Anderson County,KY,Very Low,4,0,Strong post-incident migration gain counties,0.9371405786784848,0.8782473551740745,3,Gradual post-incident migration gain counties
21009,Barren County,KY,Low,2,0,Strong post-incident migration gain counties,0.7865229617443413,0.6203278348270667,3,Gradual post-incident migration gain counties
21011,Bath County,KY,Very Low,3,0,Strong post-incident migration gain counties,0.9337502223413507,0.8848136256261784,3,Gradual post-incident migration gain counties
21013,Bell County,KY,Low,5,3,Gradual post-incident migration gain counties,0.49918139459025385,0.002033301262297893,0,Strong post-incident migration gain counties
21017,Bourbon County,KY,Very Low,3,1,Spike-and-fade migration counties,0.509477399284907,0.02242293480324503,0,Strong post-incident migration gain counties
21019,Boyd County,KY,Low,6,0,Strong post-incident migration gain counties,0.966980538996332,0.949231556589982,1,Spike-and-fade migration counties
21021,Boyle County,KY,Very Low,3,0,Strong post-incident migration gain counties,0.8337508047103528,0.7401811137634555,1,Spike-and-fade migration counties
21027,Breckinridge County,KY,Very Low,3,3,Gradual post-incident migration gain counties,0.9994879171744685,0.9990380728520539,0,Strong post-incident migration gain counties
21029,Bullitt County,KY,Low,6,3,Gradual post-incident migration gain counties,0.9998543876183484,0.9997129650818798,2,Volatile migration counties
21033,Caldwell County,KY,Very Low,5,3,Gradual post-incident migration gain counties,0.9960618462971182,0.992210311696359,0,Strong post-incident migration gain counties
21035,Calloway County,KY,Low,2,3,Gradual post-incident migration gain counties,0.9830037511608272,0.9661451697350468,0,Strong post-incident migration gain counties
21037,Campbell County,KY,Low,2,0,Strong post-incident migration gain counties,0.8690128577073866,0.785286921629325,1,Spike-and-fade migration counties
21041,Carroll County,KY,Very Low,3,0,Strong post-incident migration gain counties,0.9975178091860082,0.9965207750273138,1,Spike-and-fade migration counties
21043,Carter County,KY,Low,6,3,Gradual post-incident migration gain counties,0.8590959683446254,0.7184822791795725,0,Strong post-incident migration gain counties
21045,Casey County,KY,Very Low,1,0,Strong post-incident migration gain counties,0.8873884193567748,0.7819480351342785,3,Gradual post-incident migration gain counties
21047,Christian County,KY,Low,4,2,Volatile migration counties,0.9999999999999947,0.9999999999999899,1,Spike-and-fade migration counties
21049,Clark County,KY,Very Low,5,0,Strong post-incident migration gain counties,0.911910683744875,0.8315054991684373,1,Spike-and-fade migration counties
21051,Clay County,KY,Low,7,3,Gradual post-incident migration gain counties,0.5629389101589021,0.1331877514321726,0,Strong post-incident migration gain counties
21059,Daviess County,KY,Moderate,3,3,Gradual post-incident migration gain counties,0.6351559950273674,0.2727476619360888,0,Strong post-incident migration gain counties
21061,Edmonson County,KY,Very Low,4,1,Spike-and-fade migration counties,0.6935180787041791,0.3901035731763631,0,Strong post-incident migration gain counties
21065,Estill County,KY,Very Low,9,3,Gradual post-incident migration gain counties,0.9905361495172685,0.981267422436907,0,Strong post-incident migration gain counties
21067,Fayette County,KY,Moderate,2,0,Strong post-incident migration gain counties,0.7714559097631801,0.5446109907275781,1,Spike-and-fade migration counties
21069,Fleming County,KY,Very Low,1,0,Strong post-incident migration gain counties,0.994388787370781,0.9914070221773147,2,Volatile migration counties
21071,Floyd County,KY,Moderate,8,1,Spike-and-fade migration counties,0.9480317391679225,0.8985252077490993,0,Strong post-incident migration gain counties
21073,Franklin County,KY,Low,5,3,Gradual post-incident migration gain counties,0.5887401627223687,0.18184585251120894,0,Strong post-incident migration gain counties
21077,Gallatin County,KY,Very Low,3,0,Strong post-incident migration gain counties,0.47704126822596427,0.032870293674819195,1,Spike-and-fade migration counties
21079,Garrard County,KY,Very Low,2,2,Volatile migration counties,0.47698260089010963,0.04491004422214412,1,Spike-and-fade migration counties
21081,Grant County,KY,Very Low,4,0,Strong post-incident migration gain counties,0.9791687265054932,0.9648941834952207,3,Gradual post-incident migration gain counties
21083,Graves County,KY,Moderate,5,0,Strong post-incident migration gain counties,0.9631702031412457,0.9414406552559802,1,Spike-and-fade migration counties
21085,Grayson County,KY,Low,3,3,Gradual post-incident migration gain counties,0.9878839058305517,0.975876879137002,0,Strong post-incident migration gain counties
21087,Green County,KY,Very Low,1,1,Spike-and-fade migration counties,0.9866281099006738,0.9747726850739474,2,Volatile migration counties
21089,Greenup County,KY,Low,4,3,Gradual post-incident migration gain counties,0.9993226605840672,0.9986673363912534,0,Strong post-incident migration gain counties
21093,Hardin County,KY,Low,2,0,Strong post-incident migration gain counties,0.9631268153812376,0.9442776233320874,3,Gradual post-incident migration gain counties
21095,Harlan County,KY,Low,2,3,Gradual post-incident migration gain counties,0.8336077404246731,0.6695338899103709,0,Strong post-incident migration gain counties
21097,Harrison County,KY,Very Low,2,0,Strong post-incident migration gain counties,0.9767755046256432,0.9569758600808204,1,Spike-and-fade migration counties
21099,Hart County,KY,Very Low,4,3,Gradual post-incident migration gain counties,0.9316909805362902,0.8639772487128621,0,Strong post-incident migration gain counties
21101,Henderson County,KY,Low,4,3,Gradual post-incident migration gain counties,0.9037287362159105,0.8088444920285338,0,Strong post-incident migration gain counties
21103,Henry County,KY,Very Low,4,3,Gradual post-incident migration gain counties,0.5137088431607408,0.03742596463189285,0,Strong post-incident migration gain counties
21107,Hopkins County,KY,Low,4,3,Gradual post-incident migration gain counties,0.5556812193815341,0.11473668953961508,0,Strong post-incident migration gain counties
21109,Jackson County,KY,Very Low,3,0,Strong post-incident migration gain counties,0.9346967406562398,0.8715569278692037,1,Spike-and-fade migration counties
21111,Jefferson County,KY,High,3,0,Strong post-incident migration gain counties,0.695341880997618,0.4795741700202184,3,Gradual post-incident migration gain counties
21113,Jessamine County,KY,Very Low,3,0,Strong post-incident migration gain counties,0.9714714683212022,0.9458113437994895,3,Gradual post-incident migration gain counties
21115,Johnson County,KY,Low,9,3,Gradual post-incident migration gain counties,0.6557226401895028,0.31343276687278615,0,Strong post-incident migration gain counties
21117,Kenton County,KY,Low,1,3,Gradual post-incident migration gain counties,0.9998910060599797,0.9997894639936055,2,Volatile migration counties
21121,Knox County,KY,Low,7,3,Gradual post-incident migration gain counties,0.958273299209002,0.9170241802616617,0,Strong post-incident migration gain counties
21123,Larue County,KY,Very Low,2,2,Volatile migration counties,0.9999999231961615,0.9999998463923243,1,Spike-and-fade migration counties
21125,Laurel County,KY,Low,4,3,Gradual post-incident migration gain counties,0.7537061518157386,0.5084473009062539,0,Strong post-incident migration gain counties
21127,Lawrence County,KY,Low,8,0,Strong post-incident migration gain counties,0.6389637357266781,0.2788502035697471,3,Gradual post-incident migration gain counties
21137,Lincoln County,KY,Very Low,7,0,Strong post-incident migration gain counties,0.7030060999140516,0.4072989075383518,3,Gradual post-incident migration gain counties
21139,Livingston County,KY,Very Low,3,1,Spike-and-fade migration counties,0.8514067881398422,0.7064818413138108,2,Volatile migration counties
21141,Logan County,KY,Low,2,0,Strong post-incident migration gain counties,0.9933899698663481,0.9883909950768912,1,Spike-and-fade migration counties
21143,Lyon County,KY,Very Low,3,2,Volatile migration counties,0.8388537131169505,0.6777074262403905,1,Spike-and-fade migration counties
21145,McCracken County,KY,Moderate,4,3,Gradual post-incident migration gain counties,0.9732352699576342,0.9468903740693838,0,Strong post-incident migration gain counties
21147,McCreary County,KY,Very Low,4,0,Strong post-incident migration gain counties,0.9271376537946115,0.8595264451858012,2,Volatile migration counties
21151,Madison County,KY,Low,5,0,Strong post-incident migration gain counties,0.9786087038310579,0.9659426706728866,1,Spike-and-fade migration counties
21157,Marshall County,KY,Low,4,2,Volatile migration counties,0.9999999999999574,0.9999999999999147,3,Gradual post-incident migration gain counties
21163,Meade County,KY,Very Low,3,3,Gradual post-incident migration gain counties,0.7167008041504014,0.4348083740038068,0,Strong post-incident migration gain counties
21165,Menifee County,KY,Very Low,4,3,Gradual post-incident migration gain counties,0.6058113646522106,0.21274253709318242,0,Strong post-incident migration gain counties
21167,Mercer County,KY,Very Low,2,0,Strong post-incident migration gain counties,0.8573699269557531,0.72120336529991,1,Spike-and-fade migration counties
21173,Montgomery County,KY,Very Low,2,0,Strong post-incident migration gain counties,0.7282809627847622,0.45830704353376467,3,Gradual post-incident migration gain counties
21175,Morgan County,KY,Very Low,2,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
21177,Muhlenberg County,KY,Low,3,1,Spike-and-fade migration counties,0.9116230205536687,0.8232460573116395,2,Volatile migration counties
21179,Nelson County,KY,Low,2,3,Gradual post-incident migration gain counties,0.5565383329325516,0.12192815476731628,0,Strong post-incident migration gain counties
21183,Ohio County,KY,Low,3,0,Strong post-incident migration gain counties,0.8713912717706603,0.7647494773330076,1,Spike-and-fade migration counties
21187,Owen County,KY,Very Low,5,0,Strong post-incident migration gain counties,0.9983304868236492,0.997345008573359,1,Spike-and-fade migration counties
21191,Pendleton County,KY,Very Low,3,0,Strong post-incident migration gain counties,0.7173442138147899,0.47402937782979804,1,Spike-and-fade migration counties
21193,Perry County,KY,Low,5,3,Gradual post-incident migration gain counties,0.9922235662563637,0.9845827147110051,0,Strong post-incident migration gain counties
21195,Pike County,KY,Moderate,9,3,Gradual post-incident migration gain counties,0.9977651844511605,0.9955522003629951,2,Volatile migration counties
21197,Powell County,KY,Very Low,7,3,Gradual post-incident migration gain counties,0.5500640576298199,0.10500496546813853,0,Strong post-incident migration gain counties
21199,Pulaski County,KY,Low,3,3,Gradual post-incident migration gain counties,0.9792596736939069,0.9587522717842784,0,Strong post-incident migration gain counties
21203,Rockcastle County,KY,Very Low,4,1,Spike-and-fade migration counties,0.810312566881659,0.6226774944415467,0,Strong post-incident migration gain counties
21205,Rowan County,KY,Low,4,1,Spike-and-fade migration counties,0.634263031040339,0.26905959664550544,2,Volatile migration counties
21207,Russell County,KY,Very Low,2,3,Gradual post-incident migration gain counties,0.5301535141961943,0.07114676134038472,0,Strong post-incident migration gain counties
21209,Scott County,KY,Low,1,0,Strong post-incident migration gain counties,0.9720714824640477,0.9583245659495372,3,Gradual post-incident migration gain counties
21211,Shelby County,KY,Low,3,3,Gradual post-incident migration gain counties,0.986956277423101,0.9740222689864751,0,Strong post-incident migration gain counties
21213,Simpson County,KY,Very Low,1,0,Strong post-incident migration gain counties,0.9573596477429748,0.9205141321322536,2,Volatile migration counties
21215,Spencer County,KY,Very Low,7,3,Gradual post-incident migration gain counties,0.904194947805823,0.8090465415912061,0,Strong post-incident migration gain counties
21217,Taylor County,KY,Very Low,4,1,Spike-and-fade migration counties,0.9750598146881796,0.9535569945684391,0,Strong post-incident migration gain counties
21219,Todd County,KY,Very Low,2,0,Strong post-incident migration gain counties,0.9937882973291995,0.9892145047814189,3,Gradual post-incident migration gain counties
21221,Trigg County,KY,Low,4,0,Strong post-incident migration gain counties,0.8761638135267829,0.7753425594973774,3,Gradual post-incident migration gain counties
21223,Trimble County,KY,Very Low,2,0,Strong post-incident migration gain counties,0.8676373505677556,0.7368974379309395,1,Spike-and-fade migration counties
21227,Warren County,KY,Moderate,4,0,Strong post-incident migration gain counties,0.7421243194773705,0.48625228647973184,1,Spike-and-fade migration counties
21229,Washington County,KY,Very Low,1,1,Spike-and-fade migration counties,0.9540483877081662,0.9145694386584575,0,Strong post-incident migration gain counties
21231,Wayne County,KY,Low,4,3,Gradual post-incident migration gain counties,0.9892285552141529,0.9785448564054915,0,Strong post-incident migration gain counties
21235,Whitley County,KY,Low,10,3,Gradual post-incident migration gain counties,0.9997499379184085,0.9995665107241039,0,Strong post-incident migration gain counties
21239,Woodford County,KY,Very Low,4,3,Gradual post-incident migration gain counties,0.5290459252201113,0.06151486074425888,0,Strong post-incident migration gain counties
22001,Acadia Parish,LA,Moderate,18,3,Gradual post-incident migration gain counties,0.9986873471030467,0.9973796170773059,2,Volatile migration counties
22003,Allen Parish,LA,Low,5,0,Strong post-incident migration gain counties,0.9904179246296796,0.984165870956213,3,Gradual post-incident migration gain counties
22005,Ascension Parish,LA,Moderate,19,3,Gradual post-incident migration gain counties,0.999670453749934,0.9993417290304853,2,Volatile migration counties
22007,Assumption Parish,LA,Low,2,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
22009,Avoyelles Parish,LA,Low,15,3,Gradual post-incident migration gain counties,0.8876358273672152,0.7769161429844649,0,Strong post-incident migration gain counties
22011,Beauregard Parish,LA,Low,18,0,Strong post-incident migration gain counties,0.5642543207601397,0.30890592685957685,1,Spike-and-fade migration counties
22019,Calcasieu Parish,LA,High,19,2,Volatile migration counties,0.9999999922468294,0.9999999844936593,1,Spike-and-fade migration counties
22033,East Baton Rouge Parish,LA,High,18,3,Gradual post-incident migration gain counties,0.9997328174994484,0.9994745400478504,2,Volatile migration counties
22037,East Feliciana Parish,LA,Low,16,3,Gradual post-incident migration gain counties,0.6118181576849268,0.22627272836182138,0,Strong post-incident migration gain counties
22039,Evangeline Parish,LA,Low,15,0,Strong post-incident migration gain counties,0.9625099183902969,0.9311127695720841,3,Gradual post-incident migration gain counties
22043,Grant Parish,LA,Very Low,14,1,Spike-and-fade migration counties,0.9846112619535928,0.9715600871997148,0,Strong post-incident migration gain counties
22045,Iberia Parish,LA,Moderate,19,3,Gradual post-incident migration gain counties,0.997144935144449,0.9946680066998371,2,Volatile migration counties
22047,Iberville Parish,LA,Low,19,0,Strong post-incident migration gain counties,0.9816637549933686,0.9681754803959476,1,Spike-and-fade migration counties
22051,Jefferson Parish,LA,High,16,0,Strong post-incident migration gain counties,0.7353601508781304,0.4783031769463036,1,Spike-and-fade migration counties
22053,Jefferson Davis Parish,LA,Low,17,1,Spike-and-fade migration counties,0.995168125516254,0.990499493303983,2,Volatile migration counties
22055,Lafayette Parish,LA,High,18,0,Strong post-incident migration gain counties,0.6285984404415234,0.2595655575635048,3,Gradual post-incident migration gain counties
22057,Lafourche Parish,LA,Moderate,19,1,Spike-and-fade migration counties,0.9951145983912635,0.9913302749062901,2,Volatile migration counties
22061,Lincoln Parish,LA,Low,5,0,Strong post-incident migration gain counties,0.9693882926744201,0.9485595370880789,3,Gradual post-incident migration gain counties
22063,Livingston Parish,LA,High,21,0,Strong post-incident migration gain counties,0.8618089813510623,0.7258273752514648,3,Gradual post-incident migration gain counties
22067,Morehouse Parish,LA,Low,12,1,Spike-and-fade migration counties,0.8662020178490462,0.7517415999564845,0,Strong post-incident migration gain counties
22069,Natchitoches Parish,LA,Low,16,3,Gradual post-incident migration gain counties,0.9951532644006829,0.9904762616932233,0,Strong post-incident migration gain counties
22071,Orleans Parish,LA,High,17,2,Volatile migration counties,1.0,1.0,1,Spike-and-fade migration counties
22073,Ouachita Parish,LA,Moderate,15,3,Gradual post-incident migration gain counties,0.9646775344728632,0.9295340373120478,0,Strong post-incident migration gain counties
22075,Plaquemines Parish,LA,Low,18,1,Spike-and-fade migration counties,0.9792293671078182,0.9584593583015433,2,Volatile migration counties
