fips,county_name,state,state_long,msa_code,msa_name,msa_type,csa_code,csa_name
18167,Vigo County,IN,Indiana,C4546,"Terre Haute, IN",Metro,,
18169,Wabash County,IN,Indiana,C4734,"Wabash, IN",Micro,,
18171,Warren County,IN,Indiana,,,,,
18173,Warrick County,IN,Indiana,C2178,"Evansville, IN-KY",Metro,,
18175,Washington County,IN,Indiana,C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
18177,Wayne County,IN,Indiana,C3998,"Richmond, IN",Micro,CS458,"Richmond-Connersville, IN"
18179,Wells County,IN,Indiana,C2306,"Fort Wayne, IN",Metro,CS258,"Fort Wayne-Huntington-Auburn, IN"
18181,White County,IN,Indiana,,,,,
18183,Whitley County,IN,Indiana,C2306,"Fort Wayne, IN",Metro,CS258,"Fort Wayne-Huntington-Auburn, IN"
19001,Adair County,IA,Iowa,,,,,
19003,Adams County,IA,Iowa,,,,,
19005,Allamakee County,IA,Iowa,,,,,
19007,Appanoose County,IA,Iowa,,,,,
19009,Audubon County,IA,Iowa,,,,,
19011,Benton County,IA,Iowa,C1630,"Cedar Rapids, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19013,Black Hawk County,IA,Iowa,C4794,"Waterloo-Cedar Falls, IA",Metro,,
19015,Boone County,IA,Iowa,C1434,"Boone, IA",Micro,CS218,"Des Moines-Ames-West Des Moines, IA"
19017,Bremer County,IA,Iowa,C4794,"Waterloo-Cedar Falls, IA",Metro,,
19019,Buchanan County,IA,Iowa,,,,,
19021,Buena Vista County,IA,Iowa,C4474,"Storm Lake, IA",Micro,,
19023,Butler County,IA,Iowa,,,,,
19025,Calhoun County,IA,Iowa,,,,,
19027,Carroll County,IA,Iowa,,,,,
19029,Cass County,IA,Iowa,,,,,
19031,Cedar County,IA,Iowa,,,,,
19033,Cerro Gordo County,IA,Iowa,C3238,"Mason City, IA",Micro,,
19035,Cherokee County,IA,Iowa,,,,,
19037,Chickasaw County,IA,Iowa,,,,,
19039,Clarke County,IA,Iowa,,,,,
19041,Clay County,IA,Iowa,C4398,"Spencer, IA",Micro,,
19043,Clayton County,IA,Iowa,,,,,
19045,Clinton County,IA,Iowa,C1754,"Clinton, IA",Micro,CS209,"Davenport-Moline, IA-IL"
19047,Crawford County,IA,Iowa,,,,,
19049,Dallas County,IA,Iowa,C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19051,Davis County,IA,Iowa,C3690,"Ottumwa, IA",Micro,,
19053,Decatur County,IA,Iowa,,,,,
19055,Delaware County,IA,Iowa,,,,,
19057,Des Moines County,IA,Iowa,C1546,"Burlington, IA-IL",Micro,,
19059,Dickinson County,IA,Iowa,C4402,"Spirit Lake, IA",Micro,,
19061,Dubuque County,IA,Iowa,C2022,"Dubuque, IA",Metro,,
19063,Emmet County,IA,Iowa,,,,,
19065,Fayette County,IA,Iowa,,,,,
19067,Floyd County,IA,Iowa,,,,,
19069,Franklin County,IA,Iowa,,,,,
19071,Fremont County,IA,Iowa,,,,,
19073,Greene County,IA,Iowa,,,,,
19075,Grundy County,IA,Iowa,C4794,"Waterloo-Cedar Falls, IA",Metro,,
19077,Guthrie County,IA,Iowa,C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19079,Hamilton County,IA,Iowa,,,,,
19081,Hancock County,IA,Iowa,,,,,
19083,Hardin County,IA,Iowa,,,,,
19085,Harrison County,IA,Iowa,C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
19087,Henry County,IA,Iowa,,,,,
19089,Howard County,IA,Iowa,,,,,
19091,Humboldt County,IA,Iowa,,,,,
19093,Ida County,IA,Iowa,,,,,
19095,Iowa County,IA,Iowa,,,,,
19097,Jackson County,IA,Iowa,,,,,
19099,Jasper County,IA,Iowa,C3550,"Newton, IA",Micro,CS218,"Des Moines-Ames-West Des Moines, IA"
19101,Jefferson County,IA,Iowa,C2184,"Fairfield, IA",Micro,,
19103,Johnson County,IA,Iowa,C2698,"Iowa City, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19105,Jones County,IA,Iowa,C1630,"Cedar Rapids, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19107,Keokuk County,IA,Iowa,,,,,
19109,Kossuth County,IA,Iowa,,,,,
19111,Lee County,IA,Iowa,C2280,"Fort Madison-Keokuk, IA-IL-MO",Micro,,
19113,Linn County,IA,Iowa,C1630,"Cedar Rapids, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19115,Louisa County,IA,Iowa,,,,,
19117,Lucas County,IA,Iowa,,,,,
19119,Lyon County,IA,Iowa,,,,,
19121,Madison County,IA,Iowa,C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19123,Mahaska County,IA,Iowa,C3682,"Oskaloosa, IA",Micro,,
19125,Marion County,IA,Iowa,,,,,
19127,Marshall County,IA,Iowa,C3226,"Marshalltown, IA",Micro,,
19129,Mills County,IA,Iowa,C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
19131,Mitchell County,IA,Iowa,,,,,
19133,Monona County,IA,Iowa,,,,,
19135,Monroe County,IA,Iowa,,,,,
19137,Montgomery County,IA,Iowa,,,,,
19139,Muscatine County,IA,Iowa,C3470,"Muscatine, IA",Micro,CS209,"Davenport-Moline, IA-IL"
19141,Obrien County,IA,Iowa,,,,,
19143,Osceola County,IA,Iowa,,,,,
19145,Page County,IA,Iowa,,,,,
19147,Palo Alto County,IA,Iowa,,,,,
19149,Plymouth County,IA,Iowa,C4358,"Sioux City, IA-NE-SD",Metro,CS512,"Sioux City-Vermillion, IA-SD-NE"
19151,Pocahontas County,IA,Iowa,,,,,
19153,Polk County,IA,Iowa,C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19155,Pottawattamie County,IA,Iowa,C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
19157,Poweshiek County,IA,Iowa,,,,,
19159,Ringgold County,IA,Iowa,,,,,
19161,Sac County,IA,Iowa,,,,,
19163,Scott County,IA,Iowa,C1934,"Davenport-Moline-Rock Island, IA-IL",Metro,CS209,"Davenport-Moline, IA-IL"
19165,Shelby County,IA,Iowa,,,,,
19167,Sioux County,IA,Iowa,,,,,
19169,Story County,IA,Iowa,C1118,"Ames, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19171,Tama County,IA,Iowa,,,,,
19173,Taylor County,IA,Iowa,,,,,
19175,Union County,IA,Iowa,,,,,
19177,Van Buren County,IA,Iowa,,,,,
19179,Wapello County,IA,Iowa,C3690,"Ottumwa, IA",Micro,,
19181,Warren County,IA,Iowa,C1978,"Des Moines-West Des Moines, IA",Metro,CS218,"Des Moines-Ames-West Des Moines, IA"
19183,Washington County,IA,Iowa,C2698,"Iowa City, IA",Metro,CS168,"Cedar Rapids-Iowa City, IA"
19185,Wayne County,IA,Iowa,,,,,
19187,Webster County,IA,Iowa,C2270,"Fort Dodge, IA",Micro,,
19189,Winnebago County,IA,Iowa,,,,,
19191,Winneshiek County,IA,Iowa,,,,,
19193,Woodbury County,IA,Iowa,C4358,"Sioux City, IA-NE-SD",Metro,CS512,"Sioux City-Vermillion, IA-SD-NE"
19195,Worth County,IA,Iowa,C3238,"Mason City, IA",Micro,,
19197,Wright County,IA,Iowa,,,,,
20001,Allen County,KS,Kansas,,,,,
20003,Anderson County,KS,Kansas,,,,,
20005,Atchison County,KS,Kansas,C1186,"Atchison, KS",Micro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20007,Barber County,KS,Kansas,,,,,
20009,Barton County,KS,Kansas,C2446,"Great Bend, KS",Micro,,
20011,Bourbon County,KS,Kansas,,,,,
20013,Brown County,KS,Kansas,,,,,
20015,Butler County,KS,Kansas,C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20017,Chase County,KS,Kansas,,,,,
20019,Chautauqua County,KS,Kansas,,,,,
20021,Cherokee County,KS,Kansas,,,,,
20023,Cheyenne County,KS,Kansas,,,,,
20025,Clark County,KS,Kansas,,,,,
20027,Clay County,KS,Kansas,,,,,
20029,Cloud County,KS,Kansas,,,,,
20031,Coffey County,KS,Kansas,,,,,
20033,Comanche County,KS,Kansas,,,,,
20035,Cowley County,KS,Kansas,C1168,"Arkansas City-Winfield, KS",Micro,CS556,"Wichita-Arkansas City-Winfield, KS"
20037,Crawford County,KS,Kansas,C3826,"Pittsburg, KS",Micro,,
20039,Decatur County,KS,Kansas,,,,,
20041,Dickinson County,KS,Kansas,,,,,
20043,Doniphan County,KS,Kansas,C4114,"St. Joseph, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20045,Douglas County,KS,Kansas,C2994,"Lawrence, KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20047,Edwards County,KS,Kansas,,,,,
20049,Elk County,KS,Kansas,,,,,
20051,Ellis County,KS,Kansas,C2570,"Hays, KS",Micro,,
20053,Ellsworth County,KS,Kansas,,,,,
20055,Finney County,KS,Kansas,C2378,"Garden City, KS",Micro,,
20057,Ford County,KS,Kansas,C1998,"Dodge City, KS",Micro,,
20059,Franklin County,KS,Kansas,C3684,"Ottawa, KS",Micro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20061,Geary County,KS,Kansas,C2792,"Junction City, KS",Micro,CS358,"Manhattan-Junction City, KS"
20063,Gove County,KS,Kansas,,,,,
20065,Graham County,KS,Kansas,,,,,
20067,Grant County,KS,Kansas,,,,,
20069,Gray County,KS,Kansas,,,,,
20071,Greeley County,KS,Kansas,,,,,
20073,Greenwood County,KS,Kansas,,,,,
20075,Hamilton County,KS,Kansas,,,,,
20077,Harper County,KS,Kansas,,,,,
20079,Harvey County,KS,Kansas,C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20081,Haskell County,KS,Kansas,,,,,
20083,Hodgeman County,KS,Kansas,,,,,
20085,Jackson County,KS,Kansas,C4582,"Topeka, KS",Metro,,
20087,Jefferson County,KS,Kansas,C4582,"Topeka, KS",Metro,,
20089,Jewell County,KS,Kansas,,,,,
20091,Johnson County,KS,Kansas,C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20093,Kearny County,KS,Kansas,C2378,"Garden City, KS",Micro,,
20095,Kingman County,KS,Kansas,C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20097,Kiowa County,KS,Kansas,,,,,
20099,Labette County,KS,Kansas,C3766,"Parsons, KS",Micro,,
20101,Lane County,KS,Kansas,,,,,
20103,Leavenworth County,KS,Kansas,C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20105,Lincoln County,KS,Kansas,,,,,
20107,Linn County,KS,Kansas,C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20109,Logan County,KS,Kansas,,,,,
20111,Lyon County,KS,Kansas,C2138,"Emporia, KS",Micro,,
20113,McPherson County,KS,Kansas,C3270,"McPherson, KS",Micro,,
20115,Marion County,KS,Kansas,,,,,
20117,Marshall County,KS,Kansas,,,,,
20119,Meade County,KS,Kansas,,,,,
20121,Miami County,KS,Kansas,C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
20123,Mitchell County,KS,Kansas,,,,,
20125,Montgomery County,KS,Kansas,C1770,"Coffeyville, KS",Micro,,
20127,Morris County,KS,Kansas,,,,,
20129,Morton County,KS,Kansas,,,,,
20131,Nemaha County,KS,Kansas,,,,,
20133,Neosho County,KS,Kansas,,,,,
20135,Ness County,KS,Kansas,,,,,
20137,Norton County,KS,Kansas,,,,,
20139,Osage County,KS,Kansas,C4582,"Topeka, KS",Metro,,
20141,Osborne County,KS,Kansas,,,,,
20143,Ottawa County,KS,Kansas,C4146,"Salina, KS",Micro,,
20145,Pawnee County,KS,Kansas,,,,,
20147,Phillips County,KS,Kansas,,,,,
20149,Pottawatomie County,KS,Kansas,C3174,"Manhattan, KS",Metro,CS358,"Manhattan-Junction City, KS"
20151,Pratt County,KS,Kansas,,,,,
20153,Rawlins County,KS,Kansas,,,,,
20155,Reno County,KS,Kansas,C2674,"Hutchinson, KS",Micro,,
20157,Republic County,KS,Kansas,,,,,
20159,Rice County,KS,Kansas,,,,,
20161,Riley County,KS,Kansas,C3174,"Manhattan, KS",Metro,CS358,"Manhattan-Junction City, KS"
20163,Rooks County,KS,Kansas,,,,,
20165,Rush County,KS,Kansas,,,,,
20167,Russell County,KS,Kansas,,,,,
20169,Saline County,KS,Kansas,C4146,"Salina, KS",Micro,,
20171,Scott County,KS,Kansas,,,,,
20173,Sedgwick County,KS,Kansas,C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20175,Seward County,KS,Kansas,C3058,"Liberal, KS",Micro,,
20177,Shawnee County,KS,Kansas,C4582,"Topeka, KS",Metro,,
20179,Sheridan County,KS,Kansas,,,,,
20181,Sherman County,KS,Kansas,,,,,
20183,Smith County,KS,Kansas,,,,,
20185,Stafford County,KS,Kansas,,,,,
20187,Stanton County,KS,Kansas,,,,,
20189,Stevens County,KS,Kansas,,,,,
20191,Sumner County,KS,Kansas,C4862,"Wichita, KS",Metro,CS556,"Wichita-Arkansas City-Winfield, KS"
20193,Thomas County,KS,Kansas,,,,,
20195,Trego County,KS,Kansas,,,,,
20197,Wabaunsee County,KS,Kansas,C4582,"Topeka, KS",Metro,,
20199,Wallace County,KS,Kansas,,,,,
20201,Washington County,KS,Kansas,,,,,
20203,Wichita County,KS,Kansas,,,,,
20205,Wilson County,KS,Kansas,,,,,
20207,Woodson County,KS,Kansas,,,,,
20209,Wyandotte County,KS,Kansas,C2814,"Kansas City, MO-KS",Metro,CS312,"Kansas City-Overland Park-Kansas City, MO-KS"
21001,Adair County,KY,Kentucky,,,,,
21003,Allen County,KY,Kentucky,C1454,"Bowling Green, KY",Metro,CS150,"Bowling Green-Glasgow, KY"
21005,Anderson County,KY,Kentucky,C2318,"Frankfort, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21007,Ballard County,KY,Kentucky,C3714,"Paducah, KY-IL",Micro,CS424,"Paducah-Mayfield, KY-IL"
21009,Barren County,KY,Kentucky,C2398,"Glasgow, KY",Micro,CS150,"Bowling Green-Glasgow, KY"
21011,Bath County,KY,Kentucky,C3446,"Mount Sterling, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21013,Bell County,KY,Kentucky,C3318,"Middlesborough, KY",Micro,,
21015,Boone County,KY,Kentucky,C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21017,Bourbon County,KY,Kentucky,C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21019,Boyd County,KY,Kentucky,C2658,"Huntington-Ashland, WV-KY-OH",Metro,CS170,"Charleston-Huntington-Ashland, WV-OH-KY"
21021,Boyle County,KY,Kentucky,C1922,"Danville, KY",Micro,,
21023,Bracken County,KY,Kentucky,C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21025,Breathitt County,KY,Kentucky,,,,,
21027,Breckinridge County,KY,Kentucky,,,,,
21029,Bullitt County,KY,Kentucky,C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21031,Butler County,KY,Kentucky,C1454,"Bowling Green, KY",Metro,CS150,"Bowling Green-Glasgow, KY"
21033,Caldwell County,KY,Kentucky,,,,,
21035,Calloway County,KY,Kentucky,C3466,"Murray, KY",Micro,,
21037,Campbell County,KY,Kentucky,C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21039,Carlisle County,KY,Kentucky,,,,,
21041,Carroll County,KY,Kentucky,,,,,
21043,Carter County,KY,Kentucky,,,,,
21045,Casey County,KY,Kentucky,,,,,
21047,Christian County,KY,Kentucky,C1730,"Clarksville, TN-KY",Metro,,
21049,Clark County,KY,Kentucky,C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21051,Clay County,KY,Kentucky,,,,,
21053,Clinton County,KY,Kentucky,,,,,
21055,Crittenden County,KY,Kentucky,,,,,
21057,Cumberland County,KY,Kentucky,,,,,
21059,Daviess County,KY,Kentucky,C3698,"Owensboro, KY",Metro,,
21061,Edmonson County,KY,Kentucky,C1454,"Bowling Green, KY",Metro,CS150,"Bowling Green-Glasgow, KY"
21063,Elliott County,KY,Kentucky,,,,,
21065,Estill County,KY,Kentucky,,,,,
21067,Fayette County,KY,Kentucky,C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21069,Fleming County,KY,Kentucky,,,,,
21071,Floyd County,KY,Kentucky,,,,,
21073,Franklin County,KY,Kentucky,C2318,"Frankfort, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21075,Fulton County,KY,Kentucky,C4646,"Union City, TN-KY",Micro,CS362,"Martin-Union City, TN-KY"
21077,Gallatin County,KY,Kentucky,C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21079,Garrard County,KY,Kentucky,,,,,
21081,Grant County,KY,Kentucky,C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21083,Graves County,KY,Kentucky,C3246,"Mayfield, KY",Micro,CS424,"Paducah-Mayfield, KY-IL"
21085,Grayson County,KY,Kentucky,,,,,
21087,Green County,KY,Kentucky,,,,,
21089,Greenup County,KY,Kentucky,C2658,"Huntington-Ashland, WV-KY-OH",Metro,CS170,"Charleston-Huntington-Ashland, WV-OH-KY"
21091,Hancock County,KY,Kentucky,C3698,"Owensboro, KY",Metro,,
21093,Hardin County,KY,Kentucky,C2106,"Elizabethtown-Fort Knox, KY",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21095,Harlan County,KY,Kentucky,,,,,
21097,Harrison County,KY,Kentucky,,,,,
21099,Hart County,KY,Kentucky,,,,,
21101,Henderson County,KY,Kentucky,C2178,"Evansville, IN-KY",Metro,,
21103,Henry County,KY,Kentucky,C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21105,Hickman County,KY,Kentucky,,,,,
21107,Hopkins County,KY,Kentucky,C3158,"Madisonville, KY",Micro,,
21109,Jackson County,KY,Kentucky,,,,,
21111,Jefferson County,KY,Kentucky,C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21113,Jessamine County,KY,Kentucky,C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21115,Johnson County,KY,Kentucky,,,,,
21117,Kenton County,KY,Kentucky,C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21119,Knott County,KY,Kentucky,,,,,
21121,Knox County,KY,Kentucky,C3094,"London, KY",Micro,,
21123,Larue County,KY,Kentucky,C2106,"Elizabethtown-Fort Knox, KY",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21125,Laurel County,KY,Kentucky,C3094,"London, KY",Micro,,
21127,Lawrence County,KY,Kentucky,,,,,
21129,Lee County,KY,Kentucky,,,,,
21131,Leslie County,KY,Kentucky,,,,,
21133,Letcher County,KY,Kentucky,,,,,
21135,Lewis County,KY,Kentucky,,,,,
21137,Lincoln County,KY,Kentucky,C1922,"Danville, KY",Micro,,
21139,Livingston County,KY,Kentucky,C3714,"Paducah, KY-IL",Micro,CS424,"Paducah-Mayfield, KY-IL"
21141,Logan County,KY,Kentucky,,,,,
21143,Lyon County,KY,Kentucky,,,,,
21145,McCracken County,KY,Kentucky,C3714,"Paducah, KY-IL",Micro,CS424,"Paducah-Mayfield, KY-IL"
21147,McCreary County,KY,Kentucky,,,,,
21149,McLean County,KY,Kentucky,C3698,"Owensboro, KY",Metro,,
21151,Madison County,KY,Kentucky,C4008,"Richmond-Berea, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21153,Magoffin County,KY,Kentucky,,,,,
21155,Marion County,KY,Kentucky,,,,,
21157,Marshall County,KY,Kentucky,,,,,
21159,Martin County,KY,Kentucky,,,,,
21161,Mason County,KY,Kentucky,C3250,"Maysville, KY",Micro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21163,Meade County,KY,Kentucky,C2106,"Elizabethtown-Fort Knox, KY",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21165,Menifee County,KY,Kentucky,C3446,"Mount Sterling, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21167,Mercer County,KY,Kentucky,,,,,
21169,Metcalfe County,KY,Kentucky,C2398,"Glasgow, KY",Micro,CS150,"Bowling Green-Glasgow, KY"
21171,Monroe County,KY,Kentucky,,,,,
21173,Montgomery County,KY,Kentucky,C3446,"Mount Sterling, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21175,Morgan County,KY,Kentucky,,,,,
21177,Muhlenberg County,KY,Kentucky,,,,,
21179,Nelson County,KY,Kentucky,C1268,"Bardstown, KY",Micro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21181,Nicholas County,KY,Kentucky,,,,,
21183,Ohio County,KY,Kentucky,,,,,
21185,Oldham County,KY,Kentucky,C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21187,Owen County,KY,Kentucky,,,,,
21189,Owsley County,KY,Kentucky,,,,,
21191,Pendleton County,KY,Kentucky,C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
21193,Perry County,KY,Kentucky,,,,,
21195,Pike County,KY,Kentucky,,,,,
21197,Powell County,KY,Kentucky,,,,,
21199,Pulaski County,KY,Kentucky,C4370,"Somerset, KY",Micro,,
21201,Robertson County,KY,Kentucky,,,,,
21203,Rockcastle County,KY,Kentucky,C4008,"Richmond-Berea, KY",Micro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21205,Rowan County,KY,Kentucky,,,,,
21207,Russell County,KY,Kentucky,,,,,
21209,Scott County,KY,Kentucky,C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
21211,Shelby County,KY,Kentucky,C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21213,Simpson County,KY,Kentucky,,,,,
21215,Spencer County,KY,Kentucky,C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21217,Taylor County,KY,Kentucky,C1582,"Campbellsville, KY",Micro,,
21219,Todd County,KY,Kentucky,,,,,
21221,Trigg County,KY,Kentucky,C1730,"Clarksville, TN-KY",Metro,,
21223,Trimble County,KY,Kentucky,C3114,"Louisville/Jefferson County, KY-IN",Metro,CS350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN"
21225,Union County,KY,Kentucky,,,,,
21227,Warren County,KY,Kentucky,C1454,"Bowling Green, KY",Metro,CS150,"Bowling Green-Glasgow, KY"
21229,Washington County,KY,Kentucky,,,,,
21231,Wayne County,KY,Kentucky,,,,,
21233,Webster County,KY,Kentucky,,,,,
21235,Whitley County,KY,Kentucky,C3094,"London, KY",Micro,,
21237,Wolfe County,KY,Kentucky,,,,,
21239,Woodford County,KY,Kentucky,C3046,"Lexington-Fayette, KY",Metro,CS336,"Lexington-Fayette--Richmond--Frankfort, KY"
22001,Acadia Parish,LA,Louisiana,C2918,"Lafayette, LA",Metro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22003,Allen Parish,LA,Louisiana,,,,,
22005,Ascension Parish,LA,Louisiana,C1294,"Baton Rouge, LA",Metro,,
22007,Assumption Parish,LA,Louisiana,,,,,
22009,Avoyelles Parish,LA,Louisiana,,,,,
22011,Beauregard Parish,LA,Louisiana,C1976,"DeRidder, LA",Micro,CS217,"DeRidder-Fort Polk South, LA"
22013,Bienville Parish,LA,Louisiana,,,,,
22015,Bossier Parish,LA,Louisiana,C4334,"Shreveport-Bossier City, LA",Metro,,
22017,Caddo Parish,LA,Louisiana,C4334,"Shreveport-Bossier City, LA",Metro,,
22019,Calcasieu Parish,LA,Louisiana,C2934,"Lake Charles, LA",Metro,,
22021,Caldwell Parish,LA,Louisiana,,,,,
22023,Cameron Parish,LA,Louisiana,C2934,"Lake Charles, LA",Metro,,
22025,Catahoula Parish,LA,Louisiana,,,,,
22027,Claiborne Parish,LA,Louisiana,,,,,
22029,Concordia Parish,LA,Louisiana,C3502,"Natchez, MS-LA",Micro,,
22031,De Soto Parish,LA,Louisiana,C4334,"Shreveport-Bossier City, LA",Metro,,
22033,East Baton Rouge Parish,LA,Louisiana,C1294,"Baton Rouge, LA",Metro,,
22035,East Carroll Parish,LA,Louisiana,,,,,
22037,East Feliciana Parish,LA,Louisiana,C1294,"Baton Rouge, LA",Metro,,
22039,Evangeline Parish,LA,Louisiana,,,,,
22041,Franklin Parish,LA,Louisiana,,,,,
22043,Grant Parish,LA,Louisiana,C1078,"Alexandria, LA",Metro,,
22045,Iberia Parish,LA,Louisiana,C2918,"Lafayette, LA",Metro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22047,Iberville Parish,LA,Louisiana,C1294,"Baton Rouge, LA",Metro,,
22049,Jackson Parish,LA,Louisiana,,,,,
22051,Jefferson Parish,LA,Louisiana,C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22053,Jefferson Davis Parish,LA,Louisiana,,,,,
22055,Lafayette Parish,LA,Louisiana,C2918,"Lafayette, LA",Metro,CS318,"Lafayette-Opelousas-Morgan City, LA"
22057,Lafourche Parish,LA,Louisiana,C2638,"Houma-Thibodaux, LA",Metro,,
22059,La Salle Parish,LA,Louisiana,,,,,
22061,Lincoln Parish,LA,Louisiana,C4082,"Ruston, LA",Micro,CS384,"Monroe-Ruston-Bastrop, LA"
22063,Livingston Parish,LA,Louisiana,C1294,"Baton Rouge, LA",Metro,,
22065,Madison Parish,LA,Louisiana,,,,,
22067,Morehouse Parish,LA,Louisiana,C1282,"Bastrop, LA",Micro,CS384,"Monroe-Ruston-Bastrop, LA"
22069,Natchitoches Parish,LA,Louisiana,C3506,"Natchitoches, LA",Micro,,
22071,Orleans Parish,LA,Louisiana,C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22073,Ouachita Parish,LA,Louisiana,C3374,"Monroe, LA",Metro,CS384,"Monroe-Ruston-Bastrop, LA"
22075,Plaquemines Parish,LA,Louisiana,C3538,"New Orleans-Metairie, LA",Metro,CS406,"New Orleans-Metairie-Hammond, LA-MS"
22077,Pointe Coupee Parish,LA,Louisiana,C1294,"Baton Rouge, LA",Metro,,
22079,Rapides Parish,LA,Louisiana,C1078,"Alexandria, LA",Metro,,
